"GEO_ID","NAME","B05005_001E","B05005_001M","B05005_001MA","B05005_001EA","B05005_002E","B05005_002EA","B05005_002M","B05005_002MA","B05005_003E","B05005_003M","B05005_003MA","B05005_003EA","B05005_004E","B05005_004EA","B05005_004M","B05005_004MA","B05005_005E","B05005_005EA","B05005_005M","B05005_005MA","B05005_006E","B05005_006EA","B05005_006M","B05005_006MA","B05005_007E","B05005_007EA","B05005_007M","B05005_007MA","B05005_008E","B05005_008EA","B05005_008M","B05005_008MA","B05005_009E","B05005_009M","B05005_009MA","B05005_009EA","B05005_010E","B05005_010EA","B05005_010M","B05005_010MA","B05005_011E","B05005_011EA","B05005_011M","B05005_011MA","B05005_012E","B05005_012M","B05005_012MA","B05005_012EA","B05005_013E","B05005_013EA","B05005_013M","B05005_013MA","B05005_014E","B05005_014M","B05005_014MA","B05005_014EA","B05005_015E","B05005_015EA","B05005_015M","B05005_015MA","B05005_016E","B05005_016M","B05005_016MA","B05005_016EA","B05005_017E","B05005_017M","B05005_017MA","B05005_017EA","B05005_018E","B05005_018M","B05005_018MA","B05005_018EA","B05005_019E","B05005_019EA","B05005_019M","B05005_019MA","B05005_020E","B05005_020M","B05005_020MA","B05005_020EA","B05005_021E","B05005_021EA","B05005_021M","B05005_021MA","POPGROUP","POPGROUP_TTL",
"0500000US12081","Manatee County, Florida","976","359","null","null","360","null","188","null","10","19","null","null","350","null","190","null","84","null","71","null","266","null","173","null","181","null","119","null","0","null","136","null","181","119","null","null","51","null","62","null","130","null","105","null","262","215","null","null","0","null","136","null","262","215","null","null","262","null","215","null","0","136","null","null","173","86","null","null","0","136","null","null","173","null","86","null","161","78","null","null","12","null","22","null","016","Chinese alone (410-419)",
"0500000US12086","Miami-Dade County, Florida","8865","1050","null","null","3127","null","763","null","73","64","null","null","3054","null","778","null","269","null","117","null","2785","null","743","null","1887","null","415","null","59","null","60","null","1828","408","null","null","1152","null","319","null","676","null","211","null","1576","324","null","null","47","null","74","null","1529","327","null","null","1359","null","311","null","170","91","null","null","2275","423","null","null","0","136","null","null","2275","null","423","null","2087","394","null","null","188","null","107","null","016","Chinese alone (410-419)",
"0500000US12095","Orange County, Florida","5538","864","null","null","2021","null","534","null","35","49","null","null","1986","null","533","null","349","null","146","null","1637","null","491","null","1455","null","433","null","35","null","56","null","1420","431","null","null","934","null","289","null","486","null","214","null","1129","292","null","null","0","null","136","null","1129","292","null","null","1079","null","273","null","50","51","null","null","933","246","null","null","0","136","null","null","933","null","246","null","933","246","null","null","0","null","136","null","016","Chinese alone (410-419)",
"0500000US12097","Osceola County, Florida","756","275","null","null","110","null","102","null","14","22","null","null","96","null","99","null","32","null","52","null","64","null","85","null","362","null","170","null","0","null","136","null","362","170","null","null","212","null","115","null","150","null","103","null","126","108","null","null","14","null","23","null","112","107","null","null","76","null","73","null","36","43","null","null","158","94","null","null","0","136","null","null","158","null","94","null","142","92","null","null","16","null","25","null","016","Chinese alone (410-419)",
"0500000US12099","Palm Beach County, Florida","4202","541","null","null","906","null","242","null","0","136","null","null","906","null","242","null","272","null","111","null","634","null","213","null","1335","null","451","null","15","null","24","null","1320","451","null","null","937","null","411","null","383","null","177","null","1097","232","null","null","0","null","136","null","1097","232","null","null","993","null","219","null","104","71","null","null","864","247","null","null","23","35","null","null","841","null","237","null","822","236","null","null","19","null","22","null","016","Chinese alone (410-419)",
"0500000US12101","Pasco County, Florida","826","321","null","null","246","null","168","null","23","15","null","null","223","null","169","null","34","null","39","null","189","null","162","null","297","null","209","null","0","null","136","null","297","209","null","null","199","null","182","null","98","null","73","null","120","75","null","null","0","null","136","null","120","75","null","null","94","null","62","null","26","40","null","null","163","91","null","null","5","8","null","null","158","null","90","null","129","78","null","null","29","null","41","null","016","Chinese alone (410-419)",
"0500000US12103","Pinellas County, Florida","1882","364","null","null","574","null","192","null","39","54","null","null","535","null","181","null","197","null","115","null","338","null","137","null","355","null","182","null","0","null","136","null","355","182","null","null","206","null","104","null","149","null","134","null","444","167","null","null","0","null","136","null","444","167","null","null","359","null","139","null","85","92","null","null","509","175","null","null","0","136","null","null","509","null","175","null","493","169","null","null","16","null","29","null","016","Chinese alone (410-419)",
"0500000US12105","Polk County, Florida","835","265","null","null","290","null","122","null","13","21","null","null","277","null","120","null","39","null","30","null","238","null","116","null","301","null","156","null","0","null","136","null","301","156","null","null","167","null","99","null","134","null","98","null","158","83","null","null","0","null","136","null","158","83","null","null","84","null","62","null","74","65","null","null","86","60","null","null","15","24","null","null","71","null","54","null","71","54","null","null","0","null","136","null","016","Chinese alone (410-419)",
"0500000US12115","Sarasota County, Florida","848","208","null","null","181","null","84","null","0","136","null","null","181","null","84","null","145","null","77","null","36","null","31","null","356","null","133","null","0","null","136","null","356","133","null","null","171","null","64","null","185","null","110","null","44","58","null","null","0","null","136","null","44","58","null","null","44","null","58","null","0","136","null","null","267","143","null","null","0","136","null","null","267","null","143","null","267","143","null","null","0","null","136","null","016","Chinese alone (410-419)",
"0500000US12117","Seminole County, Florida","1470","403","null","null","490","null","245","null","38","46","null","null","452","null","242","null","77","null","55","null","375","null","231","null","355","null","153","null","47","null","51","null","308","132","null","null","163","null","98","null","145","null","89","null","303","198","null","null","0","null","136","null","303","198","null","null","267","null","201","null","36","36","null","null","322","114","null","null","23","30","null","null","299","null","107","null","268","113","null","null","31","null","36","null","016","Chinese alone (410-419)",
"0500000US12127","Volusia County, Florida","600","210","null","null","235","null","134","null","19","31","null","null","216","null","129","null","52","null","52","null","164","null","119","null","198","null","102","null","0","null","136","null","198","102","null","null","125","null","90","null","73","null","57","null","65","62","null","null","0","null","136","null","65","62","null","null","65","null","62","null","0","136","null","null","102","78","null","null","0","136","null","null","102","null","78","null","102","78","null","null","0","null","136","null","016","Chinese alone (410-419)",
"0500000US13051","Chatham County, Georgia","1080","337","null","null","707","null","302","null","0","132","null","null","707","null","302","null","83","null","87","null","624","null","257","null","145","null","97","null","0","null","132","null","145","97","null","null","91","null","73","null","54","null","44","null","125","77","null","null","0","null","132","null","125","77","null","null","100","null","71","null","25","35","null","null","103","63","null","null","0","132","null","null","103","null","63","null","103","63","null","null","0","null","132","null","016","Chinese alone (410-419)",
"0500000US13059","Clarke County, Georgia","879","272","null","null","555","null","234","null","0","132","null","null","555","null","234","null","8","null","13","null","547","null","233","null","162","null","91","null","0","null","132","null","162","91","null","null","19","null","25","null","143","null","91","null","123","98","null","null","0","null","132","null","123","98","null","null","97","null","92","null","26","46","null","null","39","54","null","null","0","132","null","null","39","null","54","null","39","54","null","null","0","null","132","null","016","Chinese alone (410-419)",
"0500000US13067","Cobb County, Georgia","3900","585","null","null","1184","null","293","null","28","29","null","null","1156","null","297","null","210","null","86","null","946","null","287","null","1295","null","306","null","13","null","23","null","1282","303","null","null","532","null","168","null","750","null","249","null","803","242","null","null","0","null","132","null","803","242","null","null","704","null","230","null","99","68","null","null","618","179","null","null","27","45","null","null","591","null","175","null","591","175","null","null","0","null","132","null","016","Chinese alone (410-419)",
"0500000US13089","DeKalb County, Georgia","4799","690","null","null","2038","null","461","null","6","11","null","null","2032","null","461","null","54","null","47","null","1978","null","452","null","1353","null","307","null","6","null","11","null","1347","306","null","null","590","null","241","null","757","null","266","null","795","191","null","null","13","null","24","null","782","192","null","null","627","null","161","null","155","85","null","null","613","253","null","null","0","132","null","null","613","null","253","null","496","184","null","null","117","null","166","null","016","Chinese alone (410-419)",
"0500000US13113","Fayette County, Georgia","547","195","null","null","90","null","60","null","0","132","null","null","90","null","60","null","18","null","22","null","72","null","54","null","252","null","146","null","0","null","132","null","252","146","null","null","88","null","56","null","164","null","145","null","92","72","null","null","0","null","132","null","92","72","null","null","64","null","38","null","28","48","null","null","113","65","null","null","0","132","null","null","113","null","65","null","113","65","null","null","0","null","132","null","016","Chinese alone (410-419)",
"0500000US13117","Forsyth County, Georgia","1087","339","null","null","309","null","163","null","0","132","null","null","309","null","163","null","10","null","16","null","299","null","162","null","421","null","176","null","20","null","29","null","401","167","null","null","212","null","137","null","189","null","97","null","154","107","null","null","0","null","132","null","154","107","null","null","154","null","107","null","0","132","null","null","203","144","null","null","0","132","null","null","203","null","144","null","193","143","null","null","10","null","16","null","016","Chinese alone (410-419)",
"0500000US13121","Fulton County, Georgia","7030","946","null","null","3055","null","671","null","123","87","null","null","2932","null","647","null","369","null","146","null","2563","null","603","null","1805","null","352","null","23","null","32","null","1782","357","null","null","920","null","249","null","862","null","260","null","1358","328","null","null","0","null","132","null","1358","328","null","null","1259","null","309","null","99","61","null","null","812","222","null","null","0","132","null","null","812","null","222","null","713","199","null","null","99","null","70","null","016","Chinese alone (410-419)",
"0500000US13135","Gwinnett County, Georgia","7862","779","null","null","2266","null","483","null","42","49","null","null","2224","null","487","null","395","null","171","null","1829","null","444","null","3046","null","520","null","59","null","84","null","2987","516","null","null","1351","null","335","null","1636","null","416","null","1755","331","null","null","66","null","77","null","1689","300","null","null","1581","null","295","null","108","73","null","null","795","249","null","null","0","132","null","null","795","null","249","null","703","236","null","null","92","null","89","null","016","Chinese alone (410-419)",
"0500000US13151","Henry County, Georgia","452","214","null","null","115","null","80","null","0","132","null","null","115","null","80","null","11","null","18","null","104","null","79","null","231","null","154","null","0","null","132","null","231","154","null","null","107","null","87","null","124","null","91","null","51","37","null","null","0","null","132","null","51","37","null","null","36","null","35","null","15","18","null","null","55","42","null","null","0","132","null","null","55","null","42","null","55","42","null","null","0","null","132","null","016","Chinese alone (410-419)",
"0500000US15001","Hawaii County, Hawaii","607","196","null","null","132","null","83","null","10","18","null","null","122","null","80","null","37","null","41","null","85","null","62","null","191","null","100","null","29","null","40","null","162","90","null","null","110","null","75","null","52","null","47","null","89","76","null","null","43","null","59","null","46","42","null","null","43","null","38","null","3","5","null","null","195","79","null","null","20","23","null","null","175","null","77","null","175","77","null","null","0","null","123","null","016","Chinese alone (410-419)",
"0500000US15003","Honolulu County, Hawaii","25365","1480","null","null","6431","null","860","null","218","93","null","null","6213","null","852","null","1254","null","280","null","4959","null","800","null","5924","null","633","null","181","null","96","null","5743","611","null","null","4239","null","545","null","1504","null","244","null","6392","725","null","null","117","null","82","null","6275","710","null","null","5524","null","657","null","751","182","null","null","6618","624","null","null","579","172","null","null","6039","null","553","null","5704","550","null","null","335","null","124","null","016","Chinese alone (410-419)",
"0500000US15009","Maui County, Hawaii","799","508","null","null","265","null","330","null","0","123","null","null","265","null","330","null","77","null","75","null","188","null","265","null","146","null","104","null","0","null","123","null","146","104","null","null","72","null","70","null","74","null","82","null","272","205","null","null","0","null","123","null","272","205","null","null","223","null","196","null","49","59","null","null","116","69","null","null","0","123","null","null","116","null","69","null","114","69","null","null","2","null","4","null","016","Chinese alone (410-419)",
"0500000US16001","Ada County, Idaho","1207","304","null","null","379","null","143","null","0","119","null","null","379","null","143","null","112","null","67","null","267","null","116","null","551","null","275","null","17","null","26","null","534","275","null","null","324","null","149","null","210","null","212","null","137","89","null","null","0","null","119","null","137","89","null","null","137","null","89","null","0","119","null","null","140","89","null","null","0","119","null","null","140","null","89","null","140","89","null","null","0","null","119","null","016","Chinese alone (410-419)",
"0500000US17019","Champaign County, Illinois","3797","530","null","null","2725","null","476","null","12","20","null","null","2713","null","476","null","102","null","70","null","2611","null","467","null","731","null","164","null","12","null","19","null","719","165","null","null","395","null","143","null","324","null","102","null","308","114","null","null","0","null","119","null","308","114","null","null","269","null","117","null","39","40","null","null","33","30","null","null","0","119","null","null","33","null","30","null","33","30","null","null","0","null","119","null","016","Chinese alone (410-419)",
"0500000US17031","Cook County, Illinois","45651","2006","null","null","15207","null","1463","null","267","111","null","null","14940","null","1451","null","2895","null","610","null","12045","null","1173","null","12438","null","1148","null","212","null","136","null","12226","1104","null","null","6503","null","746","null","5723","null","715","null","9938","967","null","null","105","null","75","null","9833","950","null","null","8540","null","768","null","1293","337","null","null","8068","705","null","null","278","97","null","null","7790","null","714","null","7503","687","null","null","287","null","124","null","016","Chinese alone (410-419)",
"0500000US17037","DeKalb County, Illinois","510","231","null","null","226","null","153","null","0","119","null","null","226","null","153","null","48","null","53","null","178","null","149","null","174","null","121","null","0","null","119","null","174","121","null","null","105","null","99","null","69","null","65","null","76","61","null","null","0","null","119","null","76","61","null","null","76","null","61","null","0","119","null","null","34","38","null","null","0","119","null","null","34","null","38","null","34","38","null","null","0","null","119","null","016","Chinese alone (410-419)",
"0500000US17043","DuPage County, Illinois","9807","861","null","null","2363","null","407","null","112","73","null","null","2251","null","400","null","565","null","166","null","1686","null","373","null","3347","null","461","null","59","null","68","null","3288","450","null","null","1689","null","340","null","1599","null","297","null","2254","366","null","null","29","null","35","null","2225","364","null","null","2062","null","336","null","163","142","null","null","1843","370","null","null","10","16","null","null","1833","null","369","null","1754","368","null","null","79","null","69","null","016","Chinese alone (410-419)",
"0500000US17089","Kane County, Illinois","1275","294","null","null","268","null","113","null","26","39","null","null","242","null","108","null","148","null","81","null","94","null","65","null","542","null","216","null","0","null","119","null","542","216","null","null","327","null","161","null","215","null","123","null","175","84","null","null","0","null","119","null","175","84","null","null","162","null","81","null","13","24","null","null","290","117","null","null","0","119","null","null","290","null","117","null","278","115","null","null","12","null","19","null","016","Chinese alone (410-419)",
"0500000US17097","Lake County, Illinois","4768","559","null","null","1325","null","315","null","9","14","null","null","1316","null","315","null","243","null","107","null","1073","null","268","null","1768","null","280","null","7","null","10","null","1761","279","null","null","984","null","209","null","777","null","228","null","1016","204","null","null","5","null","10","null","1011","203","null","null","924","null","208","null","87","52","null","null","659","157","null","null","0","119","null","null","659","null","157","null","649","156","null","null","10","null","15","null","016","Chinese alone (410-419)",
"0500000US17111","McHenry County, Illinois","533","207","null","null","218","null","134","null","15","23","null","null","203","null","135","null","180","null","135","null","23","null","25","null","124","null","97","null","0","null","119","null","124","97","null","null","109","null","87","null","15","null","22","null","74","51","null","null","0","null","119","null","74","51","null","null","64","null","47","null","10","18","null","null","117","101","null","null","0","119","null","null","117","null","101","null","117","101","null","null","0","null","119","null","016","Chinese alone (410-419)",
"0500000US17113","McLean County, Illinois","902","327","null","null","484","null","236","null","11","20","null","null","473","null","234","null","130","null","74","null","343","null","226","null","146","null","91","null","17","null","27","null","129","86","null","null","50","null","41","null","79","null","84","null","122","90","null","null","0","null","119","null","122","90","null","null","122","null","90","null","0","119","null","null","150","78","null","null","4","7","null","null","146","null","78","null","99","59","null","null","47","null","60","null","016","Chinese alone (410-419)",
"0500000US17143","Peoria County, Illinois","722","193","null","null","287","null","130","null","0","119","null","null","287","null","130","null","48","null","43","null","239","null","127","null","247","null","99","null","0","null","119","null","247","99","null","null","95","null","56","null","152","null","85","null","123","53","null","null","0","null","119","null","123","53","null","null","123","null","53","null","0","119","null","null","65","57","null","null","0","119","null","null","65","null","57","null","30","32","null","null","35","null","44","null","016","Chinese alone (410-419)",
"0500000US17197","Will County, Illinois","2804","467","null","null","809","null","277","null","34","35","null","null","775","null","272","null","246","null","108","null","529","null","231","null","958","null","251","null","30","null","43","null","928","243","null","null","633","null","181","null","295","null","140","null","573","216","null","null","0","null","119","null","573","216","null","null","573","null","216","null","0","119","null","null","464","151","null","null","11","17","null","null","453","null","151","null","453","151","null","null","0","null","119","null","016","Chinese alone (410-419)",
"0500000US17201","Winnebago County, Illinois","910","259","null","null","271","null","132","null","13","21","null","null","258","null","130","null","126","null","85","null","132","null","99","null","397","null","145","null","0","null","119","null","397","145","null","null","330","null","133","null","67","null","56","null","104","57","null","null","0","null","119","null","104","57","null","null","104","null","57","null","0","119","null","null","138","109","null","null","0","119","null","null","138","null","109","null","121","106","null","null","17","null","25","null","016","Chinese alone (410-419)",
"0500000US18003","Allen County, Indiana","796","256","null","null","326","null","132","null","0","119","null","null","326","null","132","null","143","null","80","null","183","null","97","null","317","null","173","null","34","null","41","null","283","157","null","null","191","null","113","null","92","null","80","null","108","59","null","null","15","null","24","null","93","57","null","null","83","null","48","null","10","16","null","null","45","45","null","null","0","119","null","null","45","null","45","null","45","45","null","null","0","null","119","null","016","Chinese alone (410-419)",
"0500000US18057","Hamilton County, Indiana","3180","385","null","null","946","null","347","null","0","119","null","null","946","null","347","null","79","null","48","null","867","null","329","null","1497","null","280","null","19","null","22","null","1478","279","null","null","768","null","232","null","710","null","195","null","593","189","null","null","0","null","119","null","593","189","null","null","563","null","178","null","30","30","null","null","144","81","null","null","0","119","null","null","144","null","81","null","144","81","null","null","0","null","119","null","016","Chinese alone (410-419)",
"0500000US18089","Lake County, Indiana","548","209","null","null","215","null","108","null","27","34","null","null","188","null","105","null","61","null","68","null","127","null","86","null","193","null","107","null","0","null","119","null","193","107","null","null","184","null","107","null","9","null","17","null","66","56","null","null","0","null","119","null","66","56","null","null","66","null","56","null","0","119","null","null","74","52","null","null","0","119","null","null","74","null","52","null","63","48","null","null","11","null","23","null","016","Chinese alone (410-419)",
"0500000US18097","Marion County, Indiana","2454","459","null","null","1380","null","359","null","7","11","null","null","1373","null","357","null","318","null","139","null","1055","null","342","null","488","null","173","null","5","null","12","null","483","169","null","null","315","null","154","null","168","null","64","null","206","104","null","null","0","null","119","null","206","104","null","null","154","null","87","null","52","55","null","null","380","133","null","null","29","40","null","null","351","null","129","null","334","126","null","null","17","null","23","null","016","Chinese alone (410-419)",
"0500000US18105","Monroe County, Indiana","2083","413","null","null","1689","null","415","null","0","119","null","null","1689","null","415","null","11","null","16","null","1678","null","417","null","227","null","103","null","18","null","30","null","209","93","null","null","27","null","33","null","182","null","87","null","96","80","null","null","0","null","119","null","96","80","null","null","96","null","80","null","0","119","null","null","71","67","null","null","0","119","null","null","71","null","67","null","71","67","null","null","0","null","119","null","016","Chinese alone (410-419)",
"0500000US18141","St. Joseph County, Indiana","1059","252","null","null","572","null","226","null","30","45","null","null","542","null","225","null","125","null","92","null","417","null","206","null","265","null","135","null","47","null","70","null","218","127","null","null","99","null","62","null","119","null","98","null","144","81","null","null","0","null","119","null","144","81","null","null","132","null","79","null","12","18","null","null","78","64","null","null","0","119","null","null","78","null","64","null","71","64","null","null","7","null","14","null","016","Chinese alone (410-419)",
"0500000US18157","Tippecanoe County, Indiana","3352","449","null","null","2213","null","374","null","0","119","null","null","2213","null","374","null","33","null","42","null","2180","null","374","null","838","null","236","null","0","null","119","null","838","236","null","null","344","null","174","null","494","null","157","null","245","140","null","null","0","null","119","null","245","140","null","null","245","null","140","null","0","119","null","null","56","50","null","null","0","119","null","null","56","null","50","null","56","50","null","null","0","null","119","null","016","Chinese alone (410-419)",
"0500000US19103","Johnson County, Iowa","1634","323","null","null","1117","null","275","null","0","99","null","null","1117","null","275","null","15","null","25","null","1102","null","275","null","287","null","130","null","0","null","99","null","287","130","null","null","148","null","86","null","139","null","90","null","165","94","null","null","16","null","28","null","149","93","null","null","149","null","93","null","0","99","null","null","65","45","null","null","0","99","null","null","65","null","45","null","65","45","null","null","0","null","99","null","016","Chinese alone (410-419)",
"0500000US19153","Polk County, Iowa","1226","300","null","null","519","null","215","null","0","99","null","null","519","null","215","null","115","null","73","null","404","null","196","null","301","null","140","null","0","null","99","null","301","140","null","null","151","null","96","null","150","null","97","null","242","110","null","null","0","null","99","null","242","110","null","null","200","null","110","null","42","41","null","null","164","95","null","null","0","99","null","null","164","null","95","null","164","95","null","null","0","null","99","null","016","Chinese alone (410-419)",
"0500000US19169","Story County, Iowa","1719","321","null","null","1355","null","313","null","0","99","null","null","1355","null","313","null","68","null","101","null","1287","null","335","null","223","null","123","null","11","null","18","null","212","119","null","null","28","null","27","null","184","null","115","null","141","93","null","null","0","null","99","null","141","93","null","null","141","null","93","null","0","99","null","null","0","99","null","null","0","99","null","null","0","null","99","null","0","99","null","null","0","null","99","null","016","Chinese alone (410-419)",
"0500000US20045","Douglas County, Kansas","1379","293","null","null","1139","null","293","null","0","109","null","null","1139","null","293","null","82","null","67","null","1057","null","283","null","169","null","90","null","0","null","109","null","169","90","null","null","36","null","34","null","133","null","80","null","50","48","null","null","0","null","109","null","50","48","null","null","50","null","48","null","0","109","null","null","21","27","null","null","0","109","null","null","21","null","27","null","12","21","null","null","9","null","14","null","016","Chinese alone (410-419)",
"0500000US20091","Johnson County, Kansas","2600","371","null","null","569","null","186","null","0","109","null","null","569","null","186","null","129","null","68","null","440","null","174","null","1146","null","278","null","5","null","10","null","1141","276","null","null","460","null","134","null","681","null","232","null","559","117","null","null","0","null","109","null","559","117","null","null","496","null","106","null","63","47","null","null","326","107","null","null","0","109","null","null","326","null","107","null","285","94","null","null","41","null","53","null","016","Chinese alone (410-419)",
"0500000US20161","Riley County, Kansas","841","224","null","null","597","null","214","null","0","109","null","null","597","null","214","null","0","null","109","null","597","null","214","null","131","null","90","null","0","null","109","null","131","90","null","null","50","null","54","null","81","null","81","null","105","96","null","null","0","null","109","null","105","96","null","null","69","null","90","null","36","49","null","null","8","13","null","null","0","109","null","null","8","null","13","null","8","13","null","null","0","null","109","null","016","Chinese alone (410-419)",
"0500000US20173","Sedgwick County, Kansas","2048","588","null","null","976","null","365","null","20","30","null","null","956","null","364","null","129","null","84","null","827","null","351","null","381","null","182","null","19","null","29","null","362","176","null","null","238","null","165","null","124","null","74","null","341","165","null","null","0","null","109","null","341","165","null","null","292","null","151","null","49","71","null","null","350","144","null","null","14","22","null","null","336","null","143","null","322","141","null","null","14","null","20","null","016","Chinese alone (410-419)",
"0500000US20177","Shawnee County, Kansas","608","199","null","null","218","null","135","null","0","109","null","null","218","null","135","null","63","null","56","null","155","null","130","null","206","null","131","null","0","null","109","null","206","131","null","null","114","null","49","null","92","null","96","null","82","44","null","null","0","null","109","null","82","44","null","null","82","null","44","null","0","109","null","null","102","71","null","null","0","109","null","null","102","null","71","null","85","72","null","null","17","null","26","null","016","Chinese alone (410-419)",
"0500000US21067","Fayette County, Kentucky","2005","403","null","null","1416","null","357","null","19","29","null","null","1397","null","357","null","179","null","92","null","1218","null","357","null","322","null","153","null","0","null","123","null","322","153","null","null","241","null","132","null","81","null","61","null","153","85","null","null","0","null","123","null","153","85","null","null","153","null","85","null","0","123","null","null","114","82","null","null","0","123","null","null","114","null","82","null","102","83","null","null","12","null","19","null","016","Chinese alone (410-419)",
"0500000US21111","Jefferson County, Kentucky","1856","353","null","null","829","null","236","null","0","123","null","null","829","null","236","null","162","null","65","null","667","null","234","null","524","null","181","null","0","null","123","null","524","181","null","null","283","null","142","null","241","null","111","null","274","157","null","null","0","null","123","null","274","157","null","null","219","null","131","null","55","62","null","null","229","106","null","null","13","22","null","null","216","null","102","null","136","72","null","null","80","null","83","null","016","Chinese alone (410-419)",
"0500000US22033","East Baton Rouge Parish, Louisiana","1913","439","null","null","1021","null","275","null","0","123","null","null","1021","null","275","null","18","null","26","null","1003","null","269","null","357","null","158","null","0","null","123","null","357","158","null","null","94","null","65","null","263","null","139","null","256","114","null","null","0","null","123","null","256","114","null","null","250","null","110","null","6","11","null","null","279","150","null","null","0","123","null","null","279","null","150","null","266","147","null","null","13","null","24","null","016","Chinese alone (410-419)",
"0500000US22051","Jefferson Parish, Louisiana","1864","448","null","null","773","null","300","null","37","45","null","null","736","null","297","null","83","null","114","null","653","null","267","null","592","null","207","null","0","null","123","null","592","207","null","null","391","null","174","null","201","null","107","null","295","155","null","null","0","null","123","null","295","155","null","null","263","null","147","null","32","38","null","null","204","122","null","null","0","123","null","null","204","null","122","null","204","122","null","null","0","null","123","null","016","Chinese alone (410-419)",
"0500000US22071","Orleans Parish, Louisiana","695","206","null","null","348","null","148","null","0","123","null","null","348","null","148","null","26","null","38","null","322","null","142","null","128","null","126","null","8","null","18","null","120","125","null","null","101","null","120","null","19","null","33","null","92","65","null","null","0","null","123","null","92","65","null","null","92","null","65","null","0","123","null","null","127","104","null","null","0","123","null","null","127","null","104","null","110","99","null","null","17","null","25","null","016","Chinese alone (410-419)",
"0500000US23005","Cumberland County, Maine","913","252","null","null","322","null","118","null","19","30","null","null","303","null","117","null","155","null","74","null","148","null","91","null","389","null","220","null","10","null","15","null","379","221","null","null","101","null","107","null","278","null","203","null","57","49","null","null","0","null","104","null","57","49","null","null","57","null","49","null","0","104","null","null","145","98","null","null","0","104","null","null","145","null","98","null","145","98","null","null","0","null","104","null","016","Chinese alone (410-419)",
"0500000US24003","Anne Arundel County, Maryland","1556","393","null","null","362","null","168","null","27","39","null","null","335","null","161","null","139","null","78","null","196","null","138","null","300","null","129","null","0","null","127","null","300","129","null","null","223","null","96","null","77","null","73","null","439","150","null","null","0","null","127","null","439","150","null","null","396","null","133","null","43","38","null","null","455","181","null","null","14","22","null","null","441","null","176","null","397","159","null","null","44","null","70","null","016","Chinese alone (410-419)",
"0500000US24005","Baltimore County, Maryland","4795","633","null","null","2047","null","480","null","30","33","null","null","2017","null","477","null","176","null","105","null","1841","null","452","null","1239","null","259","null","51","null","65","null","1188","258","null","null","523","null","147","null","665","null","182","null","681","182","null","null","0","null","127","null","681","182","null","null","586","null","172","null","95","66","null","null","828","205","null","null","0","127","null","null","828","null","205","null","762","186","null","null","66","null","56","null","016","Chinese alone (410-419)",
"0500000US24021","Frederick County, Maryland","992","305","null","null","397","null","150","null","0","127","null","null","397","null","150","null","94","null","78","null","303","null","133","null","210","null","116","null","30","null","42","null","180","92","null","null","121","null","82","null","59","null","52","null","326","152","null","null","0","null","127","null","326","152","null","null","313","null","145","null","13","22","null","null","59","42","null","null","0","127","null","null","59","null","42","null","51","39","null","null","8","null","14","null","016","Chinese alone (410-419)",
"0500000US24025","Harford County, Maryland","472","194","null","null","84","null","57","null","0","127","null","null","84","null","57","null","6","null","10","null","78","null","54","null","164","null","97","null","0","null","127","null","164","97","null","null","120","null","84","null","44","null","48","null","143","97","null","null","0","null","127","null","143","97","null","null","143","null","97","null","0","127","null","null","81","63","null","null","0","127","null","null","81","null","63","null","63","57","null","null","18","null","21","null","016","Chinese alone (410-419)",
"0500000US24027","Howard County, Maryland","4975","541","null","null","1424","null","311","null","13","21","null","null","1411","null","311","null","186","null","88","null","1225","null","292","null","1459","null","327","null","20","null","26","null","1439","325","null","null","910","null","237","null","529","null","173","null","1245","286","null","null","17","null","27","null","1228","279","null","null","1129","null","254","null","99","74","null","null","847","214","null","null","0","127","null","null","847","null","214","null","835","205","null","null","12","null","20","null","016","Chinese alone (410-419)",
"0500000US24031","Montgomery County, Maryland","28719","1457","null","null","7814","null","931","null","57","43","null","null","7757","null","930","null","892","null","201","null","6865","null","875","null","8743","null","684","null","94","null","59","null","8649","680","null","null","5389","null","535","null","3260","null","401","null","6148","670","null","null","64","null","65","null","6084","667","null","null","5536","null","678","null","548","165","null","null","6014","590","null","null","138","92","null","null","5876","null","575","null","5702","583","null","null","174","null","94","null","016","Chinese alone (410-419)",
"0500000US24033","Prince George's County, Maryland","3895","688","null","null","1614","null","423","null","9","14","null","null","1605","null","424","null","164","null","88","null","1441","null","415","null","1129","null","283","null","0","null","127","null","1129","283","null","null","622","null","231","null","507","null","152","null","514","193","null","null","0","null","127","null","514","193","null","null","352","null","156","null","162","97","null","null","638","183","null","null","0","127","null","null","638","null","183","null","638","183","null","null","0","null","127","null","016","Chinese alone (410-419)",
"0500000US24510","Baltimore city, Maryland","2916","482","null","null","1874","null","397","null","0","127","null","null","1874","null","397","null","100","null","104","null","1774","null","343","null","682","null","231","null","0","null","127","null","682","231","null","null","374","null","163","null","308","null","171","null","270","123","null","null","0","null","127","null","270","123","null","null","270","null","123","null","0","127","null","null","90","55","null","null","0","127","null","null","90","null","55","null","75","49","null","null","15","null","26","null","016","Chinese alone (410-419)",
