"GEO_ID","NAME","B05005_001E","B05005_001M","B05005_001MA","B05005_001EA","B05005_002E","B05005_002EA","B05005_002M","B05005_002MA","B05005_003E","B05005_003M","B05005_003MA","B05005_003EA","B05005_004E","B05005_004EA","B05005_004M","B05005_004MA","B05005_005E","B05005_005EA","B05005_005M","B05005_005MA","B05005_006E","B05005_006EA","B05005_006M","B05005_006MA","B05005_007E","B05005_007EA","B05005_007M","B05005_007MA","B05005_008E","B05005_008EA","B05005_008M","B05005_008MA","B05005_009E","B05005_009M","B05005_009MA","B05005_009EA","B05005_010E","B05005_010EA","B05005_010M","B05005_010MA","B05005_011E","B05005_011EA","B05005_011M","B05005_011MA","B05005_012E","B05005_012M","B05005_012MA","B05005_012EA","B05005_013E","B05005_013EA","B05005_013M","B05005_013MA","B05005_014E","B05005_014M","B05005_014MA","B05005_014EA","B05005_015E","B05005_015EA","B05005_015M","B05005_015MA","B05005_016E","B05005_016M","B05005_016MA","B05005_016EA","B05005_017E","B05005_017M","B05005_017MA","B05005_017EA","B05005_018E","B05005_018M","B05005_018MA","B05005_018EA","B05005_019E","B05005_019EA","B05005_019M","B05005_019MA","B05005_020E","B05005_020M","B05005_020MA","B05005_020EA","B05005_021E","B05005_021EA","B05005_021M","B05005_021MA","POPGROUP","POPGROUP_TTL",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Entered 2000 or later","Annotation of Estimate!!Total!!Entered 2000 or later","Margin of Error!!Total!!Entered 2000 or later","Annotation of Margin of Error!!Total!!Entered 2000 or later","Estimate!!Total!!Entered 2000 or later!!Native","Margin of Error!!Total!!Entered 2000 or later!!Native","Annotation of Margin of Error!!Total!!Entered 2000 or later!!Native","Annotation of Estimate!!Total!!Entered 2000 or later!!Native","Estimate!!Total!!Entered 2000 or later!!Foreign born","Annotation of Estimate!!Total!!Entered 2000 or later!!Foreign born","Margin of Error!!Total!!Entered 2000 or later!!Foreign born","Annotation of Margin of Error!!Total!!Entered 2000 or later!!Foreign born","Estimate!!Total!!Entered 2000 or later!!Foreign born!!Naturalized U.S. citizen","Annotation of Estimate!!Total!!Entered 2000 or later!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Entered 2000 or later!!Foreign born!!Naturalized U.S. citizen","Annotation of Margin of Error!!Total!!Entered 2000 or later!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Entered 2000 or later!!Foreign born!!Not a U.S. citizen","Annotation of Estimate!!Total!!Entered 2000 or later!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Entered 2000 or later!!Foreign born!!Not a U.S. citizen","Annotation of Margin of Error!!Total!!Entered 2000 or later!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Entered 1990 to 1999","Annotation of Estimate!!Total!!Entered 1990 to 1999","Margin of Error!!Total!!Entered 1990 to 1999","Annotation of Margin of Error!!Total!!Entered 1990 to 1999","Estimate!!Total!!Entered 1990 to 1999!!Native","Annotation of Estimate!!Total!!Entered 1990 to 1999!!Native","Margin of Error!!Total!!Entered 1990 to 1999!!Native","Annotation of Margin of Error!!Total!!Entered 1990 to 1999!!Native","Estimate!!Total!!Entered 1990 to 1999!!Foreign born","Margin of Error!!Total!!Entered 1990 to 1999!!Foreign born","Annotation of Margin of Error!!Total!!Entered 1990 to 1999!!Foreign born","Annotation of Estimate!!Total!!Entered 1990 to 1999!!Foreign born","Estimate!!Total!!Entered 1990 to 1999!!Foreign born!!Naturalized U.S. citizen","Annotation of Estimate!!Total!!Entered 1990 to 1999!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Entered 1990 to 1999!!Foreign born!!Naturalized U.S. citizen","Annotation of Margin of Error!!Total!!Entered 1990 to 1999!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Entered 1990 to 1999!!Foreign born!!Not a U.S. citizen","Annotation of Estimate!!Total!!Entered 1990 to 1999!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Entered 1990 to 1999!!Foreign born!!Not a U.S. citizen","Annotation of Margin of Error!!Total!!Entered 1990 to 1999!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Entered 1980 to 1989","Margin of Error!!Total!!Entered 1980 to 1989","Annotation of Margin of Error!!Total!!Entered 1980 to 1989","Annotation of Estimate!!Total!!Entered 1980 to 1989","Estimate!!Total!!Entered 1980 to 1989!!Native","Annotation of Estimate!!Total!!Entered 1980 to 1989!!Native","Margin of Error!!Total!!Entered 1980 to 1989!!Native","Annotation of Margin of Error!!Total!!Entered 1980 to 1989!!Native","Estimate!!Total!!Entered 1980 to 1989!!Foreign born","Margin of Error!!Total!!Entered 1980 to 1989!!Foreign born","Annotation of Margin of Error!!Total!!Entered 1980 to 1989!!Foreign born","Annotation of Estimate!!Total!!Entered 1980 to 1989!!Foreign born","Estimate!!Total!!Entered 1980 to 1989!!Foreign born!!Naturalized U.S. citizen","Annotation of Estimate!!Total!!Entered 1980 to 1989!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Entered 1980 to 1989!!Foreign born!!Naturalized U.S. citizen","Annotation of Margin of Error!!Total!!Entered 1980 to 1989!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Entered 1980 to 1989!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Entered 1980 to 1989!!Foreign born!!Not a U.S. citizen","Annotation of Margin of Error!!Total!!Entered 1980 to 1989!!Foreign born!!Not a U.S. citizen","Annotation of Estimate!!Total!!Entered 1980 to 1989!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Entered before 1980","Margin of Error!!Total!!Entered before 1980","Annotation of Margin of Error!!Total!!Entered before 1980","Annotation of Estimate!!Total!!Entered before 1980","Estimate!!Total!!Entered before 1980!!Native","Margin of Error!!Total!!Entered before 1980!!Native","Annotation of Margin of Error!!Total!!Entered before 1980!!Native","Annotation of Estimate!!Total!!Entered before 1980!!Native","Estimate!!Total!!Entered before 1980!!Foreign born","Annotation of Estimate!!Total!!Entered before 1980!!Foreign born","Margin of Error!!Total!!Entered before 1980!!Foreign born","Annotation of Margin of Error!!Total!!Entered before 1980!!Foreign born","Estimate!!Total!!Entered before 1980!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Entered before 1980!!Foreign born!!Naturalized U.S. citizen","Annotation of Margin of Error!!Total!!Entered before 1980!!Foreign born!!Naturalized U.S. citizen","Annotation of Estimate!!Total!!Entered before 1980!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Entered before 1980!!Foreign born!!Not a U.S. citizen","Annotation of Estimate!!Total!!Entered before 1980!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Entered before 1980!!Foreign born!!Not a U.S. citizen","Annotation of Margin of Error!!Total!!Entered before 1980!!Foreign born!!Not a U.S. citizen","Race/Ethnic Group","Population Groups",
"0500000US01073","Jefferson County, Alabama","2169","467","null","null","1117","null","310","null","49","68","null","null","1068","null","289","null","135","null","87","null","933","null","269","null","573","null","244","null","13","null","21","null","560","240","null","null","246","null","119","null","314","null","197","null","242","106","null","null","0","null","119","null","242","106","null","null","203","null","99","null","39","48","null","null","237","142","null","null","0","119","null","null","237","null","142","null","237","142","null","null","0","null","119","null","016","Chinese alone (410-419)",
"0500000US01081","Lee County, Alabama","908","203","null","null","626","null","167","null","0","119","null","null","626","null","167","null","49","null","36","null","577","null","161","null","166","null","94","null","0","null","119","null","166","94","null","null","100","null","88","null","66","null","48","null","116","65","null","null","0","null","119","null","116","65","null","null","116","null","65","null","0","119","null","null","0","119","null","null","0","119","null","null","0","null","119","null","0","119","null","null","0","null","119","null","016","Chinese alone (410-419)",
"0500000US01089","Madison County, Alabama","1086","282","null","null","402","null","147","null","9","15","null","null","393","null","146","null","78","null","61","null","315","null","138","null","337","null","152","null","0","null","119","null","337","152","null","null","96","null","78","null","241","null","130","null","207","102","null","null","0","null","119","null","207","102","null","null","167","null","98","null","40","38","null","null","140","56","null","null","0","119","null","null","140","null","56","null","140","56","null","null","0","null","119","null","016","Chinese alone (410-419)",
"0500000US01097","Mobile County, Alabama","622","275","null","null","377","null","227","null","13","22","null","null","364","null","224","null","36","null","38","null","328","null","218","null","155","null","142","null","0","null","119","null","155","142","null","null","57","null","48","null","98","null","109","null","22","40","null","null","0","null","119","null","22","40","null","null","22","null","40","null","0","119","null","null","68","68","null","null","0","119","null","null","68","null","68","null","68","68","null","null","0","null","119","null","016","Chinese alone (410-419)",
"0500000US02020","Anchorage Municipality, Alaska","1006","320","null","null","225","null","101","null","15","17","null","null","210","null","98","null","44","null","35","null","166","null","84","null","298","null","140","null","0","null","109","null","298","140","null","null","208","null","115","null","90","null","72","null","300","196","null","null","0","null","109","null","300","196","null","null","292","null","194","null","8","14","null","null","183","97","null","null","0","109","null","null","183","null","97","null","183","97","null","null","0","null","109","null","016","Chinese alone (410-419)",
"0500000US04013","Maricopa County, Arizona","17260","1360","null","null","6687","null","937","null","229","138","null","null","6458","null","903","null","968","null","281","null","5490","null","813","null","4603","null","526","null","59","null","60","null","4544","514","null","null","2684","null","423","null","1860","null","308","null","3474","501","null","null","67","null","55","null","3407","494","null","null","2967","null","462","null","440","179","null","null","2496","395","null","null","68","48","null","null","2428","null","395","null","2321","377","null","null","107","null","93","null","016","Chinese alone (410-419)",
"0500000US04019","Pima County, Arizona","4686","596","null","null","2010","null","431","null","0","132","null","null","2010","null","431","null","225","null","123","null","1785","null","391","null","1036","null","278","null","15","null","24","null","1021","278","null","null","467","null","168","null","554","null","198","null","551","180","null","null","0","null","132","null","551","180","null","null","480","null","168","null","71","79","null","null","1089","259","null","null","46","53","null","null","1043","null","245","null","897","228","null","null","146","null","121","null","016","Chinese alone (410-419)",
"0500000US05119","Pulaski County, Arkansas","1053","276","null","null","539","null","202","null","0","119","null","null","539","null","202","null","81","null","51","null","458","null","197","null","208","null","103","null","0","null","119","null","208","103","null","null","110","null","70","null","98","null","80","null","161","112","null","null","0","null","119","null","161","112","null","null","145","null","104","null","16","25","null","null","145","113","null","null","0","119","null","null","145","null","113","null","145","113","null","null","0","null","119","null","016","Chinese alone (410-419)",
"0500000US05143","Washington County, Arkansas","535","187","null","null","301","null","153","null","0","119","null","null","301","null","153","null","48","null","56","null","253","null","143","null","94","null","65","null","0","null","119","null","94","65","null","null","31","null","38","null","63","null","51","null","83","61","null","null","0","null","119","null","83","61","null","null","67","null","57","null","16","24","null","null","57","48","null","null","0","119","null","null","57","null","48","null","57","48","null","null","0","null","119","null","016","Chinese alone (410-419)",
"0500000US06001","Alameda County, California","95164","2490","null","null","24106","null","1701","null","488","183","null","null","23618","null","1694","null","4468","null","479","null","19150","null","1681","null","29503","null","1490","null","523","null","225","null","28980","1459","null","null","19735","null","1131","null","9245","null","1003","null","25107","1120","null","null","462","null","200","null","24645","1147","null","null","22946","null","1118","null","1699","290","null","null","16448","997","null","null","542","166","null","null","15906","null","942","null","15378","894","null","null","528","null","196","null","016","Chinese alone (410-419)",
"0500000US06007","Butte County, California","873","278","null","null","327","null","177","null","18","26","null","null","309","null","165","null","32","null","24","null","277","null","148","null","126","null","95","null","0","null","132","null","126","95","null","null","98","null","73","null","28","null","33","null","312","170","null","null","31","null","44","null","281","165","null","null","226","null","146","null","55","57","null","null","108","52","null","null","0","132","null","null","108","null","52","null","108","52","null","null","0","null","132","null","016","Chinese alone (410-419)",
"0500000US06013","Contra Costa County, California","24857","1296","null","null","4499","null","695","null","104","87","null","null","4395","null","690","null","637","null","168","null","3758","null","682","null","6667","null","765","null","59","null","41","null","6608","761","null","null","4525","null","536","null","2083","null","412","null","6820","634","null","null","42","null","42","null","6778","621","null","null","6191","null","589","null","587","185","null","null","6871","563","null","null","185","108","null","null","6686","null","533","null","6500","550","null","null","186","null","86","null","016","Chinese alone (410-419)",
"0500000US06017","El Dorado County, California","798","282","null","null","251","null","137","null","35","52","null","null","216","null","128","null","189","null","112","null","27","null","31","null","143","null","95","null","0","null","132","null","143","95","null","null","103","null","80","null","40","null","58","null","153","108","null","null","0","null","132","null","153","108","null","null","146","null","107","null","7","14","null","null","251","107","null","null","0","132","null","null","251","null","107","null","251","107","null","null","0","null","132","null","016","Chinese alone (410-419)",
"0500000US06019","Fresno County, California","3770","560","null","null","587","null","175","null","20","31","null","null","567","null","165","null","187","null","95","null","380","null","125","null","654","null","230","null","7","null","13","null","647","229","null","null","317","null","115","null","330","null","174","null","1200","265","null","null","0","null","132","null","1200","265","null","null","1128","null","258","null","72","53","null","null","1329","337","null","null","58","43","null","null","1271","null","319","null","1235","314","null","null","36","null","31","null","016","Chinese alone (410-419)",
"0500000US06025","Imperial County, California","334","143","null","null","53","null","72","null","0","132","null","null","53","null","72","null","0","null","132","null","53","null","72","null","68","null","52","null","0","null","132","null","68","52","null","null","55","null","49","null","13","null","16","null","96","84","null","null","0","null","132","null","96","84","null","null","54","null","42","null","42","51","null","null","117","64","null","null","9","15","null","null","108","null","57","null","78","42","null","null","30","null","39","null","016","Chinese alone (410-419)",
"0500000US06029","Kern County, California","1889","477","null","null","485","null","217","null","0","132","null","null","485","null","217","null","60","null","55","null","425","null","212","null","609","null","298","null","0","null","132","null","609","298","null","null","331","null","167","null","278","null","181","null","357","135","null","null","8","null","13","null","349","134","null","null","313","null","126","null","36","37","null","null","438","142","null","null","0","132","null","null","438","null","142","null","417","132","null","null","21","null","30","null","016","Chinese alone (410-419)",
"0500000US06031","Kings County, California","495","242","null","null","170","null","130","null","7","14","null","null","163","null","129","null","81","null","78","null","82","null","97","null","124","null","93","null","0","null","132","null","124","93","null","null","94","null","81","null","30","null","40","null","169","154","null","null","0","null","132","null","169","154","null","null","169","null","154","null","0","132","null","null","32","34","null","null","0","132","null","null","32","null","34","null","32","34","null","null","0","null","132","null","016","Chinese alone (410-419)",
"0500000US06037","Los Angeles County, California","284304","4676","null","null","69100","null","2697","null","1005","235","null","null","68095","null","2691","null","11779","null","901","null","56316","null","2449","null","74991","null","2354","null","704","null","189","null","74287","2355","null","null","47600","null","1912","null","26687","null","1211","null","83960","2483","null","null","825","null","243","null","83135","2453","null","null","74785","null","2220","null","8350","694","null","null","56253","1999","null","null","1008","229","null","null","55245","null","1949","null","53379","1885","null","null","1866","null","301","null","016","Chinese alone (410-419)",
"0500000US06041","Marin County, California","2413","452","null","null","720","null","243","null","32","36","null","null","688","null","238","null","181","null","98","null","507","null","215","null","440","null","186","null","8","null","13","null","432","186","null","null","299","null","154","null","133","null","84","null","517","172","null","null","0","null","132","null","517","172","null","null","485","null","159","null","32","39","null","null","736","252","null","null","42","29","null","null","694","null","250","null","687","251","null","null","7","null","13","null","016","Chinese alone (410-419)",
"0500000US06047","Merced County, California","539","200","null","null","187","null","157","null","0","132","null","null","187","null","157","null","13","null","21","null","174","null","154","null","55","null","61","null","0","null","132","null","55","61","null","null","45","null","51","null","10","null","17","null","125","88","null","null","0","null","132","null","125","88","null","null","125","null","88","null","0","132","null","null","172","92","null","null","0","132","null","null","172","null","92","null","172","92","null","null","0","null","132","null","016","Chinese alone (410-419)",
"0500000US06053","Monterey County, California","1766","357","null","null","596","null","236","null","0","132","null","null","596","null","236","null","60","null","49","null","536","null","229","null","333","null","119","null","20","null","33","null","313","109","null","null","182","null","98","null","131","null","71","null","377","158","null","null","0","null","132","null","377","158","null","null","256","null","129","null","121","88","null","null","460","161","null","null","37","42","null","null","423","null","159","null","391","145","null","null","32","null","42","null","016","Chinese alone (410-419)",
"0500000US06055","Napa County, California","660","295","null","null","52","null","55","null","0","132","null","null","52","null","55","null","20","null","28","null","32","null","45","null","208","null","130","null","0","null","132","null","208","130","null","null","71","null","67","null","137","null","97","null","135","108","null","null","0","null","132","null","135","108","null","null","69","null","70","null","66","75","null","null","265","139","null","null","52","45","null","null","213","null","109","null","170","92","null","null","43","null","56","null","016","Chinese alone (410-419)",
"0500000US06059","Orange County, California","52711","1889","null","null","8663","null","821","null","183","104","null","null","8480","null","807","null","1307","null","233","null","7173","null","741","null","13557","null","977","null","287","null","119","null","13270","969","null","null","8583","null","722","null","4687","null","542","null","17076","1019","null","null","185","null","105","null","16891","989","null","null","15571","null","940","null","1320","240","null","null","13415","1134","null","null","189","79","null","null","13226","null","1131","null","12896","1134","null","null","330","null","112","null","016","Chinese alone (410-419)",
"0500000US06061","Placer County, California","1977","365","null","null","432","null","180","null","0","132","null","null","432","null","180","null","94","null","63","null","338","null","163","null","567","null","236","null","0","null","132","null","567","236","null","null","269","null","136","null","298","null","138","null","360","157","null","null","0","null","132","null","360","157","null","null","331","null","153","null","29","38","null","null","618","160","null","null","15","22","null","null","603","null","160","null","554","141","null","null","49","null","62","null","016","Chinese alone (410-419)",
"0500000US06065","Riverside County, California","9332","876","null","null","2985","null","477","null","88","57","null","null","2897","null","467","null","238","null","105","null","2659","null","440","null","2559","null","458","null","43","null","33","null","2516","452","null","null","1374","null","322","null","1142","null","288","null","2093","334","null","null","49","null","43","null","2044","332","null","null","1765","null","322","null","279","106","null","null","1695","356","null","null","41","47","null","null","1654","null","345","null","1536","334","null","null","118","null","92","null","016","Chinese alone (410-419)",
"0500000US06067","Sacramento County, California","23657","1473","null","null","4759","null","749","null","56","42","null","null","4703","null","740","null","955","null","273","null","3748","null","672","null","6786","null","807","null","49","null","46","null","6737","797","null","null","4505","null","560","null","2232","null","493","null","6874","661","null","null","120","null","100","null","6754","642","null","null","6035","null","600","null","719","156","null","null","5238","536","null","null","165","96","null","null","5073","null","509","null","4830","498","null","null","243","null","100","null","016","Chinese alone (410-419)",
"0500000US06071","San Bernardino County, California","15418","1350","null","null","3798","null","734","null","46","48","null","null","3752","null","731","null","730","null","295","null","3022","null","632","null","4474","null","734","null","114","null","86","null","4360","723","null","null","2454","null","431","null","1906","null","456","null","4688","742","null","null","23","null","29","null","4665","745","null","null","4206","null","706","null","459","165","null","null","2458","357","null","null","6","11","null","null","2452","null","357","null","2208","316","null","null","244","null","145","null","016","Chinese alone (410-419)",
"0500000US06073","San Diego County, California","33042","1969","null","null","8974","null","909","null","262","162","null","null","8712","null","880","null","1365","null","359","null","7347","null","791","null","10935","null","1027","null","223","null","177","null","10712","967","null","null","5768","null","665","null","4944","null","638","null","7946","930","null","null","30","null","33","null","7916","926","null","null","6835","null","771","null","1081","418","null","null","5187","572","null","null","176","101","null","null","5011","null","559","null","4821","539","null","null","190","null","98","null","016","Chinese alone (410-419)",
"0500000US06075","San Francisco County, California","114319","2817","null","null","23046","null","1688","null","427","199","null","null","22619","null","1676","null","4821","null","727","null","17798","null","1442","null","29710","null","2028","null","277","null","132","null","29433","2051","null","null","22160","null","1614","null","7273","null","848","null","32382","1729","null","null","329","null","170","null","32053","1721","null","null","28819","null","1581","null","3234","521","null","null","29181","1305","null","null","908","223","null","null","28273","null","1289","null","27154","1174","null","null","1119","null","301","null","016","Chinese alone (410-419)",
"0500000US06077","San Joaquin County, California","5111","783","null","null","1094","null","376","null","6","10","null","null","1088","null","375","null","327","null","152","null","761","null","323","null","1000","null","375","null","0","null","132","null","1000","375","null","null","700","null","230","null","300","null","214","null","1247","343","null","null","17","null","23","null","1230","342","null","null","1116","null","321","null","114","83","null","null","1770","342","null","null","54","40","null","null","1716","null","340","null","1666","336","null","null","50","null","46","null","016","Chinese alone (410-419)",
"0500000US06079","San Luis Obispo County, California","640","199","null","null","119","null","71","null","6","9","null","null","113","null","70","null","46","null","46","null","67","null","57","null","253","null","115","null","37","null","34","null","216","116","null","null","185","null","103","null","31","null","34","null","104","72","null","null","0","null","132","null","104","72","null","null","97","null","68","null","7","13","null","null","164","93","null","null","0","132","null","null","164","null","93","null","164","93","null","null","0","null","132","null","016","Chinese alone (410-419)",
"0500000US06081","San Mateo County, California","38152","1514","null","null","5988","null","723","null","83","78","null","null","5905","null","708","null","1504","null","335","null","4401","null","608","null","9927","null","795","null","172","null","103","null","9755","777","null","null","6872","null","687","null","2883","null","391","null","11382","803","null","null","117","null","70","null","11265","797","null","null","10217","null","793","null","1048","237","null","null","10855","643","null","null","347","109","null","null","10508","null","649","null","10004","648","null","null","504","null","198","null","016","Chinese alone (410-419)",
"0500000US06083","Santa Barbara County, California","2503","516","null","null","1128","null","331","null","89","125","null","null","1039","null","276","null","160","null","72","null","879","null","271","null","652","null","241","null","0","null","132","null","652","241","null","null","442","null","155","null","210","null","137","null","445","194","null","null","0","null","132","null","445","194","null","null","343","null","175","null","102","79","null","null","278","113","null","null","0","132","null","null","278","null","113","null","278","113","null","null","0","null","132","null","016","Chinese alone (410-419)",
"0500000US06085","Santa Clara County, California","101766","2742","null","null","25244","null","1679","null","288","104","null","null","24956","null","1692","null","3137","null","484","null","21819","null","1599","null","30476","null","1281","null","378","null","177","null","30098","1257","null","null","18391","null","1078","null","11707","null","894","null","28335","1288","null","null","385","null","147","null","27950","1263","null","null","25710","null","1153","null","2240","396","null","null","17711","936","null","null","224","84","null","null","17487","null","932","null","16965","944","null","null","522","null","169","null","016","Chinese alone (410-419)",
"0500000US06087","Santa Cruz County, California","1278","247","null","null","424","null","202","null","0","132","null","null","424","null","202","null","85","null","61","null","339","null","182","null","328","null","125","null","9","null","13","null","319","128","null","null","232","null","107","null","87","null","74","null","239","113","null","null","0","null","132","null","239","113","null","null","223","null","113","null","16","23","null","null","287","122","null","null","0","132","null","null","287","null","122","null","284","122","null","null","3","null","5","null","016","Chinese alone (410-419)",
"0500000US06089","Shasta County, California","402","171","null","null","162","null","129","null","31","50","null","null","131","null","97","null","0","null","132","null","131","null","97","null","134","null","85","null","0","null","132","null","134","85","null","null","71","null","60","null","63","null","59","null","90","58","null","null","0","null","132","null","90","58","null","null","59","null","48","null","31","35","null","null","16","20","null","null","0","132","null","null","16","null","20","null","16","20","null","null","0","null","132","null","016","Chinese alone (410-419)",
"0500000US06095","Solano County, California","2585","511","null","null","450","null","170","null","17","26","null","null","433","null","166","null","56","null","48","null","377","null","157","null","484","null","154","null","17","null","27","null","467","152","null","null","259","null","115","null","208","null","106","null","736","334","null","null","21","null","48","null","715","334","null","null","553","null","199","null","162","203","null","null","915","227","null","null","28","30","null","null","887","null","221","null","811","217","null","null","76","null","57","null","016","Chinese alone (410-419)",
"0500000US06097","Sonoma County, California","2400","441","null","null","527","null","186","null","8","13","null","null","519","null","184","null","126","null","94","null","393","null","151","null","531","null","189","null","30","null","34","null","501","175","null","null","326","null","145","null","175","null","104","null","644","249","null","null","22","null","26","null","622","247","null","null","594","null","246","null","28","28","null","null","698","210","null","null","32","33","null","null","666","null","209","null","643","208","null","null","23","null","27","null","016","Chinese alone (410-419)",
"0500000US06099","Stanislaus County, California","1873","405","null","null","416","null","202","null","6","11","null","null","410","null","200","null","34","null","49","null","376","null","188","null","269","null","116","null","21","null","28","null","248","115","null","null","147","null","76","null","101","null","84","null","570","175","null","null","35","null","42","null","535","171","null","null","521","null","168","null","14","16","null","null","618","213","null","null","49","70","null","null","569","null","203","null","547","198","null","null","22","null","30","null","016","Chinese alone (410-419)",
"0500000US06101","Sutter County, California","297","138","null","null","5","null","9","null","5","9","null","null","0","null","132","null","0","null","132","null","0","null","132","null","138","null","119","null","0","null","132","null","138","119","null","null","52","null","57","null","86","null","84","null","75","59","null","null","0","null","132","null","75","59","null","null","75","null","59","null","0","132","null","null","79","53","null","null","0","132","null","null","79","null","53","null","79","53","null","null","0","null","132","null","016","Chinese alone (410-419)",
"0500000US06107","Tulare County, California","741","253","null","null","224","null","169","null","0","132","null","null","224","null","169","null","42","null","38","null","182","null","162","null","101","null","87","null","0","null","132","null","101","87","null","null","101","null","87","null","0","null","132","null","335","163","null","null","0","null","132","null","335","163","null","null","318","null","164","null","17","21","null","null","81","80","null","null","0","132","null","null","81","null","80","null","81","80","null","null","0","null","132","null","016","Chinese alone (410-419)",
"0500000US06111","Ventura County, California","6564","629","null","null","1414","null","333","null","32","34","null","null","1382","null","326","null","175","null","86","null","1207","null","307","null","1994","null","394","null","10","null","16","null","1984","392","null","null","1251","null","302","null","733","null","234","null","1596","294","null","null","23","null","25","null","1573","292","null","null","1452","null","275","null","121","80","null","null","1560","255","null","null","85","56","null","null","1475","null","255","null","1466","255","null","null","9","null","14","null","016","Chinese alone (410-419)",
"0500000US06113","Yolo County, California","4558","612","null","null","1876","null","361","null","16","25","null","null","1860","null","360","null","205","null","133","null","1655","null","354","null","1584","null","365","null","78","null","83","null","1506","344","null","null","823","null","257","null","683","null","249","null","683","196","null","null","11","null","17","null","672","198","null","null","576","null","186","null","96","59","null","null","415","136","null","null","10","15","null","null","405","null","137","null","394","135","null","null","11","null","19","null","016","Chinese alone (410-419)",
"0500000US08001","Adams County, Colorado","1101","294","null","null","310","null","132","null","0","123","null","null","310","null","132","null","101","null","52","null","209","null","114","null","402","null","207","null","43","null","44","null","359","172","null","null","271","null","134","null","88","null","61","null","215","114","null","null","56","null","72","null","159","103","null","null","145","null","100","null","14","23","null","null","174","99","null","null","0","123","null","null","174","null","99","null","174","99","null","null","0","null","123","null","016","Chinese alone (410-419)",
"0500000US08005","Arapahoe County, Colorado","3092","669","null","null","716","null","223","null","68","57","null","null","648","null","209","null","238","null","98","null","410","null","182","null","1337","null","531","null","17","null","25","null","1320","530","null","null","472","null","184","null","848","null","467","null","583","176","null","null","0","null","123","null","583","176","null","null","453","null","122","null","130","127","null","null","456","147","null","null","6","15","null","null","450","null","145","null","450","145","null","null","0","null","123","null","016","Chinese alone (410-419)",
"0500000US08013","Boulder County, Colorado","2348","370","null","null","1024","null","257","null","32","52","null","null","992","null","258","null","143","null","71","null","849","null","244","null","805","null","245","null","51","null","56","null","754","260","null","null","349","null","156","null","405","null","221","null","320","122","null","null","0","null","123","null","320","122","null","null","299","null","117","null","21","35","null","null","199","83","null","null","0","123","null","null","199","null","83","null","181","82","null","null","18","null","24","null","016","Chinese alone (410-419)",
"0500000US08031","Denver County, Colorado","3106","597","null","null","1747","null","527","null","0","123","null","null","1747","null","527","null","261","null","122","null","1486","null","515","null","587","null","187","null","0","null","123","null","587","187","null","null","351","null","135","null","236","null","108","null","435","172","null","null","51","null","71","null","384","157","null","null","306","null","119","null","78","73","null","null","337","149","null","null","11","18","null","null","326","null","152","null","326","152","null","null","0","null","123","null","016","Chinese alone (410-419)",
"0500000US08035","Douglas County, Colorado","1641","309","null","null","525","null","162","null","13","22","null","null","512","null","159","null","219","null","106","null","293","null","129","null","589","null","177","null","22","null","32","null","567","176","null","null","417","null","159","null","150","null","76","null","217","95","null","null","13","null","20","null","204","94","null","null","204","null","94","null","0","123","null","null","310","131","null","null","0","123","null","null","310","null","131","null","310","131","null","null","0","null","123","null","016","Chinese alone (410-419)",
"0500000US08041","El Paso County, Colorado","1680","359","null","null","723","null","212","null","12","17","null","null","711","null","212","null","272","null","109","null","439","null","176","null","591","null","219","null","0","null","123","null","591","219","null","null","376","null","152","null","215","null","149","null","82","56","null","null","0","null","123","null","82","56","null","null","62","null","50","null","20","24","null","null","284","98","null","null","35","34","null","null","249","null","86","null","249","86","null","null","0","null","123","null","016","Chinese alone (410-419)",
"0500000US08059","Jefferson County, Colorado","1746","381","null","null","704","null","223","null","4","8","null","null","700","null","223","null","233","null","103","null","467","null","196","null","443","null","170","null","0","null","123","null","443","170","null","null","278","null","121","null","165","null","104","null","244","113","null","null","0","null","123","null","244","113","null","null","236","null","114","null","8","12","null","null","355","155","null","null","0","123","null","null","355","null","155","null","287","120","null","null","68","null","65","null","016","Chinese alone (410-419)",
