"GEO_ID","NAME","B05005_001E","B05005_001M","B05005_001MA","B05005_001EA","B05005_002E","B05005_002EA","B05005_002M","B05005_002MA","B05005_003E","B05005_003M","B05005_003MA","B05005_003EA","B05005_004E","B05005_004EA","B05005_004M","B05005_004MA","B05005_005E","B05005_005EA","B05005_005M","B05005_005MA","B05005_006E","B05005_006EA","B05005_006M","B05005_006MA","B05005_007E","B05005_007M","B05005_007MA","B05005_007EA","B05005_008E","B05005_008M","B05005_008MA","B05005_008EA","B05005_009E","B05005_009M","B05005_009MA","B05005_009EA","B05005_010E","B05005_010EA","B05005_010M","B05005_010MA","B05005_011E","B05005_011EA","B05005_011M","B05005_011MA","B05005_012E","B05005_012EA","B05005_012M","B05005_012MA","B05005_013E","B05005_013M","B05005_013MA","B05005_013EA","B05005_014E","B05005_014M","B05005_014MA","B05005_014EA","B05005_015E","B05005_015EA","B05005_015M","B05005_015MA","B05005_016E","B05005_016EA","B05005_016M","B05005_016MA","B05005_017E","B05005_017EA","B05005_017M","B05005_017MA","B05005_018E","B05005_018M","B05005_018MA","B05005_018EA","B05005_019E","B05005_019M","B05005_019MA","B05005_019EA","B05005_020E","B05005_020M","B05005_020MA","B05005_020EA","B05005_021E","B05005_021EA","B05005_021M","B05005_021MA","POPGROUP","POPGROUP_LABEL",
"0500000US12033","Escambia County, Florida","1186","375","null","null","280","null","164","null","6","8","null","null","274","null","164","null","0","null","31","null","274","null","164","null","361","249","null","null","10","19","null","null","351","248","null","null","82","null","80","null","269","null","231","null","240","null","116","null","12","22","null","null","228","114","null","null","148","null","84","null","80","null","75","null","305","null","164","null","0","31","null","null","305","164","null","null","305","164","null","null","0","null","31","null","016","Chinese alone (410-419)",
"0500000US12057","Hillsborough County, Florida","4535","686","null","null","900","null","253","null","0","31","null","null","900","null","253","null","108","null","76","null","792","null","231","null","1472","350","null","null","20","26","null","null","1452","349","null","null","526","null","170","null","926","null","318","null","1257","null","255","null","0","31","null","null","1257","255","null","null","932","null","214","null","325","null","116","null","906","null","236","null","18","21","null","null","888","233","null","null","863","233","null","null","25","null","36","null","016","Chinese alone (410-419)",
"0500000US12071","Lee County, Florida","1619","418","null","null","193","null","156","null","12","20","null","null","181","null","154","null","0","null","31","null","181","null","154","null","366","177","null","null","0","31","null","null","366","177","null","null","194","null","155","null","172","null","111","null","388","null","196","null","87","114","null","null","301","163","null","null","203","null","124","null","98","null","72","null","672","null","191","null","12","19","null","null","660","190","null","null","607","181","null","null","53","null","58","null","016","Chinese alone (410-419)",
"0500000US12073","Leon County, Florida","1846","328","null","null","588","null","180","null","13","22","null","null","575","null","184","null","0","null","31","null","575","null","184","null","645","206","null","null","69","59","null","null","576","181","null","null","289","null","131","null","287","null","121","null","275","null","120","null","0","31","null","null","275","120","null","null","214","null","111","null","61","null","51","null","338","null","184","null","0","31","null","null","338","184","null","null","338","184","null","null","0","null","31","null","016","Chinese alone (410-419)",
"0500000US12081","Manatee County, Florida","854","210","null","null","205","null","149","null","0","31","null","null","205","null","149","null","0","null","31","null","205","null","149","null","77","51","null","null","13","20","null","null","64","46","null","null","30","null","35","null","34","null","35","null","176","null","110","null","0","31","null","null","176","110","null","null","133","null","82","null","43","null","52","null","396","null","156","null","0","31","null","null","396","156","null","null","358","161","null","null","38","null","45","null","016","Chinese alone (410-419)",
"0500000US12086","Miami-Dade County, Florida","10391","1032","null","null","1759","null","432","null","9","15","null","null","1750","null","429","null","35","null","42","null","1715","null","426","null","2834","590","null","null","29","34","null","null","2805","598","null","null","714","null","257","null","2091","null","573","null","2186","null","445","null","13","34","null","null","2173","444","null","null","1659","null","446","null","514","null","233","null","3612","null","589","null","35","44","null","null","3577","587","null","null","3398","549","null","null","179","null","88","null","016","Chinese alone (410-419)",
"0500000US12095","Orange County, Florida","6695","931","null","null","1201","null","435","null","10","17","null","null","1191","null","434","null","45","null","73","null","1146","null","427","null","2208","512","null","null","113","106","null","null","2095","495","null","null","837","null","294","null","1258","null","384","null","1392","null","340","null","5","8","null","null","1387","341","null","null","1053","null","296","null","334","null","186","null","1894","null","422","null","31","41","null","null","1863","415","null","null","1749","395","null","null","114","null","74","null","016","Chinese alone (410-419)",
"0500000US12097","Osceola County, Florida","1021","382","null","null","103","null","75","null","0","31","null","null","103","null","75","null","6","null","14","null","97","null","73","null","396","251","null","null","43","84","null","null","353","245","null","null","204","null","194","null","149","null","99","null","193","null","147","null","27","50","null","null","166","137","null","null","52","null","47","null","114","null","144","null","329","null","149","null","0","31","null","null","329","149","null","null","307","144","null","null","22","null","26","null","016","Chinese alone (410-419)",
"0500000US12099","Palm Beach County, Florida","5187","674","null","null","896","null","310","null","17","19","null","null","879","null","308","null","107","null","61","null","772","null","303","null","1171","316","null","null","10","12","null","null","1161","317","null","null","321","null","125","null","840","null","277","null","1060","null","255","null","20","26","null","null","1040","257","null","null","769","null","208","null","271","null","134","null","2060","null","351","null","29","24","null","null","2031","352","null","null","1859","352","null","null","172","null","108","null","016","Chinese alone (410-419)",
"0500000US12101","Pasco County, Florida","1067","241","null","null","35","null","33","null","0","31","null","null","35","null","33","null","0","null","31","null","35","null","33","null","383","129","null","null","14","22","null","null","369","128","null","null","200","null","93","null","169","null","109","null","246","null","94","null","17","28","null","null","229","95","null","null","167","null","85","null","62","null","50","null","403","null","150","null","0","31","null","null","403","150","null","null","301","118","null","null","102","null","91","null","016","Chinese alone (410-419)",
"0500000US12103","Pinellas County, Florida","2520","475","null","null","360","null","237","null","0","31","null","null","360","null","237","null","10","null","17","null","350","null","237","null","803","278","null","null","10","18","null","null","793","278","null","null","249","null","172","null","544","null","222","null","486","null","187","null","0","31","null","null","486","187","null","null","354","null","171","null","132","null","68","null","871","null","230","null","0","31","null","null","871","230","null","null","746","207","null","null","125","null","96","null","016","Chinese alone (410-419)",
"0500000US12105","Polk County, Florida","1321","393","null","null","145","null","101","null","14","23","null","null","131","null","100","null","0","null","31","null","131","null","100","null","372","155","null","null","9","14","null","null","363","155","null","null","261","null","132","null","102","null","68","null","292","null","156","null","16","20","null","null","276","157","null","null","175","null","126","null","101","null","92","null","512","null","232","null","0","31","null","null","512","232","null","null","512","232","null","null","0","null","31","null","016","Chinese alone (410-419)",
"0500000US12111","St. Lucie County, Florida","999","380","null","null","31","null","45","null","0","31","null","null","31","null","45","null","7","null","12","null","24","null","33","null","609","379","null","null","13","22","null","null","596","379","null","null","151","null","231","null","445","null","313","null","199","null","166","null","0","31","null","null","199","166","null","null","199","null","166","null","0","null","31","null","160","null","112","null","0","31","null","null","160","112","null","null","160","112","null","null","0","null","31","null","016","Chinese alone (410-419)",
"0500000US12115","Sarasota County, Florida","1126","358","null","null","74","null","55","null","0","31","null","null","74","null","55","null","29","null","37","null","45","null","41","null","496","180","null","null","21","33","null","null","475","173","null","null","319","null","111","null","156","null","105","null","388","null","205","null","8","14","null","null","380","206","null","null","237","null","100","null","143","null","133","null","168","null","84","null","0","31","null","null","168","84","null","null","168","84","null","null","0","null","31","null","016","Chinese alone (410-419)",
"0500000US12117","Seminole County, Florida","2076","423","null","null","143","null","134","null","30","34","null","null","113","null","131","null","0","null","31","null","113","null","131","null","467","184","null","null","34","33","null","null","433","180","null","null","124","null","86","null","309","null","159","null","542","null","211","null","15","24","null","null","527","205","null","null","414","null","189","null","113","null","81","null","924","null","249","null","77","76","null","null","847","237","null","null","807","239","null","null","40","null","42","null","016","Chinese alone (410-419)",
"0500000US12127","Volusia County, Florida","1119","362","null","null","367","null","212","null","24","39","null","null","343","null","206","null","0","null","31","null","343","null","206","null","255","172","null","null","0","31","null","null","255","172","null","null","105","null","105","null","150","null","132","null","174","null","119","null","0","31","null","null","174","119","null","null","80","null","77","null","94","null","98","null","323","null","153","null","0","31","null","null","323","153","null","null","301","151","null","null","22","null","30","null","016","Chinese alone (410-419)",
"0500000US13051","Chatham County, Georgia","957","279","null","null","258","null","125","null","0","30","null","null","258","null","125","null","13","null","22","null","245","null","121","null","318","148","null","null","26","30","null","null","292","144","null","null","166","null","107","null","126","null","80","null","178","null","91","null","0","30","null","null","178","91","null","null","139","null","78","null","39","null","46","null","203","null","112","null","9","13","null","null","194","112","null","null","187","111","null","null","7","null","11","null","016","Chinese alone (410-419)",
"0500000US13059","Clarke County, Georgia","1100","334","null","null","566","null","256","null","0","30","null","null","566","null","256","null","0","null","30","null","566","null","256","null","249","105","null","null","0","30","null","null","249","105","null","null","61","null","51","null","188","null","96","null","198","null","100","null","31","35","null","null","167","88","null","null","93","null","41","null","74","null","74","null","87","null","63","null","0","30","null","null","87","63","null","null","87","63","null","null","0","null","30","null","016","Chinese alone (410-419)",
"0500000US13067","Cobb County, Georgia","3918","581","null","null","510","null","196","null","18","27","null","null","492","null","188","null","28","null","26","null","464","null","191","null","992","267","null","null","14","15","null","null","978","265","null","null","365","null","137","null","613","null","218","null","1106","null","277","null","0","30","null","null","1106","277","null","null","695","null","180","null","411","null","179","null","1310","null","344","null","42","57","null","null","1268","343","null","null","1200","348","null","null","68","null","73","null","016","Chinese alone (410-419)",
"0500000US13089","DeKalb County, Georgia","4964","638","null","null","1296","null","371","null","0","30","null","null","1296","null","371","null","27","null","24","null","1269","null","365","null","1559","364","null","null","65","65","null","null","1494","370","null","null","232","null","86","null","1262","null","350","null","1030","null","268","null","3","6","null","null","1027","267","null","null","758","null","221","null","269","null","114","null","1079","null","244","null","0","30","null","null","1079","244","null","null","960","235","null","null","119","null","69","null","016","Chinese alone (410-419)",
"0500000US13117","Forsyth County, Georgia","1958","405","null","null","295","null","155","null","0","30","null","null","295","null","155","null","31","null","28","null","264","null","151","null","759","246","null","null","0","30","null","null","759","246","null","null","295","null","123","null","464","null","196","null","457","null","170","null","0","30","null","null","457","170","null","null","387","null","162","null","70","null","47","null","447","null","154","null","0","30","null","null","447","154","null","null","447","154","null","null","0","null","30","null","016","Chinese alone (410-419)",
"0500000US13121","Fulton County, Georgia","9473","1050","null","null","1834","null","429","null","50","66","null","null","1784","null","407","null","30","null","27","null","1754","null","405","null","3007","527","null","null","71","65","null","null","2936","530","null","null","924","null","272","null","2012","null","401","null","2417","null","489","null","31","44","null","null","2386","482","null","null","1482","null","418","null","904","null","326","null","2215","null","445","null","0","30","null","null","2215","445","null","null","2139","440","null","null","76","null","73","null","016","Chinese alone (410-419)",
"0500000US13135","Gwinnett County, Georgia","10319","1435","null","null","1158","null","376","null","0","30","null","null","1158","null","376","null","83","null","88","null","1075","null","369","null","2889","702","null","null","53","42","null","null","2836","692","null","null","1042","null","274","null","1794","null","630","null","2780","null","460","null","23","33","null","null","2757","459","null","null","1971","null","374","null","786","null","250","null","3492","null","693","null","55","48","null","null","3437","694","null","null","2691","495","null","null","746","null","385","null","016","Chinese alone (410-419)",
"0500000US15001","Hawaii County, Hawaii","543","219","null","null","44","null","41","null","0","26","null","null","44","null","41","null","0","null","26","null","44","null","41","null","233","125","null","null","9","13","null","null","224","124","null","null","157","null","89","null","67","null","62","null","112","null","142","null","0","26","null","null","112","142","null","null","112","null","142","null","0","null","26","null","154","null","56","null","3","5","null","null","151","56","null","null","137","55","null","null","14","null","11","null","016","Chinese alone (410-419)",
"0500000US15003","Honolulu County, Hawaii","27185","1467","null","null","2279","null","420","null","93","63","null","null","2186","null","402","null","240","null","108","null","1946","null","391","null","6901","872","null","null","195","77","null","null","6706","861","null","null","2742","null","452","null","3964","null","622","null","5744","null","604","null","214","116","null","null","5530","588","null","null","4310","null","510","null","1220","null","233","null","12261","null","741","null","538","124","null","null","11723","736","null","null","10934","714","null","null","789","null","189","null","016","Chinese alone (410-419)",
"0500000US15007","Kauai County, Hawaii","580","347","null","null","114","null","125","null","0","26","null","null","114","null","125","null","0","null","26","null","114","null","125","null","62","67","null","null","0","26","null","null","62","67","null","null","0","null","26","null","62","null","67","null","200","null","132","null","31","39","null","null","169","118","null","null","104","null","70","null","65","null","72","null","204","null","116","null","0","26","null","null","204","116","null","null","158","96","null","null","46","null","64","null","016","Chinese alone (410-419)",
"0500000US15009","Maui County, Hawaii","649","202","null","null","100","null","84","null","0","26","null","null","100","null","84","null","93","null","84","null","7","null","12","null","139","84","null","null","0","26","null","null","139","84","null","null","63","null","52","null","76","null","66","null","84","null","54","null","0","26","null","null","84","54","null","null","84","null","54","null","0","null","26","null","326","null","128","null","0","26","null","null","326","128","null","null","315","121","null","null","11","null","15","null","016","Chinese alone (410-419)",
"0500000US16001","Ada County, Idaho","2020","655","null","null","105","null","78","null","0","27","null","null","105","null","78","null","0","null","27","null","105","null","78","null","1052","318","null","null","0","27","null","null","1052","318","null","null","512","null","292","null","540","null","243","null","488","null","318","null","19","30","null","null","469","314","null","null","400","null","314","null","69","null","42","null","375","null","199","null","14","22","null","null","361","198","null","null","361","198","null","null","0","null","27","null","016","Chinese alone (410-419)",
"0500000US16057","Latah County, Idaho","525","170","null","null","306","null","174","null","0","24","null","null","306","null","174","null","0","null","24","null","306","null","174","null","128","70","null","null","21","33","null","null","107","62","null","null","33","null","32","null","74","null","55","null","66","null","66","null","0","24","null","null","66","66","null","null","66","null","66","null","0","null","24","null","25","null","26","null","0","24","null","null","25","26","null","null","13","20","null","null","12","null","17","null","016","Chinese alone (410-419)",
"0500000US17019","Champaign County, Illinois","6637","628","null","null","3385","null","476","null","4","6","null","null","3381","null","474","null","76","null","81","null","3305","null","487","null","2254","457","null","null","32","40","null","null","2222","445","null","null","340","null","146","null","1882","null","412","null","688","null","165","null","14","19","null","null","674","163","null","null","360","null","110","null","314","null","123","null","310","null","97","null","0","26","null","null","310","97","null","null","290","98","null","null","20","null","23","null","016","Chinese alone (410-419)",
"0500000US17031","Cook County, Illinois","53855","1921","null","null","11768","null","1119","null","153","73","null","null","11615","null","1111","null","467","null","134","null","11148","null","1111","null","15597","1111","null","null","326","147","null","null","15271","1077","null","null","4929","null","520","null","10342","null","922","null","11496","null","832","null","229","98","null","null","11267","839","null","null","7495","null","644","null","3772","null","582","null","14994","null","934","null","223","107","null","null","14771","929","null","null","13417","853","null","null","1354","null","378","null","016","Chinese alone (410-419)",
"0500000US17043","DuPage County, Illinois","10884","831","null","null","1235","null","295","null","17","28","null","null","1218","null","289","null","69","null","44","null","1149","null","286","null","2661","362","null","null","56","38","null","null","2605","357","null","null","920","null","198","null","1685","null","311","null","2830","null","396","null","26","25","null","null","2804","394","null","null","1931","null","331","null","873","null","248","null","4158","null","484","null","29","34","null","null","4129","481","null","null","4004","461","null","null","125","null","72","null","016","Chinese alone (410-419)",
"0500000US17077","Jackson County, Illinois","555","189","null","null","96","null","76","null","0","26","null","null","96","null","76","null","0","null","26","null","96","null","76","null","269","151","null","null","17","27","null","null","252","151","null","null","11","null","15","null","241","null","149","null","110","null","77","null","0","26","null","null","110","77","null","null","105","null","76","null","5","null","8","null","80","null","61","null","0","26","null","null","80","61","null","null","80","61","null","null","0","null","26","null","016","Chinese alone (410-419)",
"0500000US17089","Kane County, Illinois","1517","394","null","null","211","null","185","null","0","26","null","null","211","null","185","null","25","null","41","null","186","null","179","null","402","212","null","null","10","16","null","null","392","209","null","null","204","null","113","null","188","null","172","null","432","null","163","null","0","26","null","null","432","163","null","null","348","null","141","null","84","null","52","null","472","null","194","null","15","24","null","null","457","188","null","null","457","188","null","null","0","null","26","null","016","Chinese alone (410-419)",
"0500000US17097","Lake County, Illinois","6340","596","null","null","916","null","218","null","23","28","null","null","893","null","217","null","17","null","18","null","876","null","214","null","1213","228","null","null","19","21","null","null","1194","226","null","null","328","null","94","null","866","null","211","null","2091","null","321","null","0","26","null","null","2091","321","null","null","1350","null","249","null","741","null","182","null","2120","null","334","null","20","22","null","null","2100","330","null","null","2023","328","null","null","77","null","42","null","016","Chinese alone (410-419)",
"0500000US17111","McHenry County, Illinois","845","256","null","null","160","null","165","null","0","26","null","null","160","null","165","null","147","null","164","null","13","null","15","null","365","136","null","null","3","5","null","null","362","136","null","null","168","null","78","null","194","null","93","null","269","null","124","null","0","26","null","null","269","124","null","null","220","null","105","null","49","null","42","null","51","null","39","null","0","26","null","null","51","39","null","null","51","39","null","null","0","null","26","null","016","Chinese alone (410-419)",
"0500000US17113","McLean County, Illinois","508","141","null","null","73","null","39","null","0","26","null","null","73","null","39","null","0","null","26","null","73","null","39","null","180","90","null","null","0","26","null","null","180","90","null","null","90","null","45","null","90","null","70","null","152","null","91","null","0","26","null","null","152","91","null","null","50","null","45","null","102","null","79","null","103","null","88","null","0","26","null","null","103","88","null","null","103","88","null","null","0","null","26","null","016","Chinese alone (410-419)",
"0500000US17143","Peoria County, Illinois","555","235","null","null","38","null","44","null","0","26","null","null","38","null","44","null","0","null","26","null","38","null","44","null","253","172","null","null","0","26","null","null","253","172","null","null","73","null","48","null","180","null","161","null","160","null","101","null","33","38","null","null","127","82","null","null","75","null","50","null","52","null","63","null","104","null","91","null","0","26","null","null","104","91","null","null","98","88","null","null","6","null","11","null","016","Chinese alone (410-419)",
"0500000US17167","Sangamon County, Illinois","597","175","null","null","38","null","42","null","0","26","null","null","38","null","42","null","23","null","36","null","15","null","18","null","271","115","null","null","14","23","null","null","257","109","null","null","113","null","70","null","144","null","96","null","165","null","90","null","0","26","null","null","165","90","null","null","126","null","76","null","39","null","35","null","123","null","66","null","0","26","null","null","123","66","null","null","113","66","null","null","10","null","16","null","016","Chinese alone (410-419)",
"0500000US17197","Will County, Illinois","2889","603","null","null","466","null","237","null","0","26","null","null","466","null","237","null","0","null","26","null","466","null","237","null","793","274","null","null","23","41","null","null","770","271","null","null","253","null","118","null","517","null","231","null","631","null","221","null","2","4","null","null","629","221","null","null","469","null","189","null","160","null","77","null","999","null","257","null","25","29","null","null","974","255","null","null","844","223","null","null","130","null","100","null","016","Chinese alone (410-419)",
"0500000US17201","Winnebago County, Illinois","744","267","null","null","65","null","48","null","0","26","null","null","65","null","48","null","0","null","26","null","65","null","48","null","292","178","null","null","16","17","null","null","276","178","null","null","176","null","118","null","100","null","80","null","108","null","77","null","0","26","null","null","108","77","null","null","108","null","77","null","0","null","26","null","279","null","130","null","0","26","null","null","279","130","null","null","272","127","null","null","7","null","11","null","016","Chinese alone (410-419)",
"0500000US18003","Allen County, Indiana","1086","310","null","null","179","null","89","null","0","27","null","null","179","null","89","null","7","null","13","null","172","null","89","null","537","232","null","null","11","19","null","null","526","231","null","null","198","null","110","null","328","null","215","null","195","null","113","null","0","27","null","null","195","113","null","null","89","null","71","null","106","null","89","null","175","null","84","null","0","27","null","null","175","84","null","null","164","86","null","null","11","null","15","null","016","Chinese alone (410-419)",
"0500000US18005","Bartholomew County, Indiana","721","296","null","null","279","null","155","null","0","27","null","null","279","null","155","null","0","null","27","null","279","null","155","null","256","143","null","null","0","27","null","null","256","143","null","null","39","null","52","null","217","null","131","null","106","null","118","null","0","27","null","null","106","118","null","null","73","null","100","null","33","null","58","null","80","null","54","null","0","27","null","null","80","54","null","null","66","49","null","null","14","null","21","null","016","Chinese alone (410-419)",
"0500000US18057","Hamilton County, Indiana","2886","534","null","null","165","null","119","null","0","27","null","null","165","null","119","null","0","null","27","null","165","null","119","null","1044","359","null","null","0","27","null","null","1044","359","null","null","298","null","159","null","746","null","287","null","1075","null","305","null","0","27","null","null","1075","305","null","null","567","null","221","null","508","null","266","null","602","null","205","null","9","15","null","null","593","207","null","null","585","205","null","null","8","null","12","null","016","Chinese alone (410-419)",
"0500000US18089","Lake County, Indiana","1330","378","null","null","650","null","254","null","0","27","null","null","650","null","254","null","15","null","24","null","635","null","252","null","381","218","null","null","0","27","null","null","381","218","null","null","135","null","84","null","246","null","200","null","64","null","45","null","0","27","null","null","64","45","null","null","39","null","36","null","25","null","30","null","235","null","161","null","0","27","null","null","235","161","null","null","152","90","null","null","83","null","98","null","016","Chinese alone (410-419)",
"0500000US18097","Marion County, Indiana","2533","618","null","null","824","null","319","null","0","27","null","null","824","null","319","null","97","null","119","null","727","null","256","null","886","340","null","null","17","19","null","null","869","336","null","null","274","null","109","null","595","null","298","null","428","null","143","null","0","27","null","null","428","143","null","null","341","null","132","null","87","null","55","null","395","null","165","null","0","27","null","null","395","165","null","null","360","159","null","null","35","null","37","null","016","Chinese alone (410-419)",
"0500000US18105","Monroe County, Indiana","3453","545","null","null","1862","null","476","null","0","27","null","null","1862","null","476","null","0","null","27","null","1862","null","476","null","1207","286","null","null","0","27","null","null","1207","286","null","null","114","null","71","null","1093","null","283","null","253","null","101","null","11","16","null","null","242","100","null","null","166","null","88","null","76","null","55","null","131","null","69","null","13","22","null","null","118","67","null","null","107","59","null","null","11","null","17","null","016","Chinese alone (410-419)",
"0500000US18141","St. Joseph County, Indiana","1254","337","null","null","561","null","242","null","0","27","null","null","561","null","242","null","0","null","27","null","561","null","242","null","357","134","null","null","0","27","null","null","357","134","null","null","84","null","59","null","273","null","111","null","210","null","120","null","0","27","null","null","210","120","null","null","128","null","90","null","82","null","81","null","126","null","90","null","0","27","null","null","126","90","null","null","113","88","null","null","13","null","16","null","016","Chinese alone (410-419)",
"0500000US18157","Tippecanoe County, Indiana","5843","546","null","null","3859","null","505","null","0","27","null","null","3859","null","505","null","0","null","27","null","3859","null","505","null","1376","372","null","null","0","27","null","null","1376","372","null","null","134","null","87","null","1242","null","346","null","341","null","126","null","13","20","null","null","328","123","null","null","138","null","67","null","190","null","110","null","267","null","101","null","0","27","null","null","267","101","null","null","241","94","null","null","26","null","46","null","016","Chinese alone (410-419)",
"0500000US19103","Johnson County, Iowa","3189","463","null","null","1481","null","274","null","0","22","null","null","1481","null","274","null","20","null","29","null","1461","null","271","null","1130","315","null","null","0","22","null","null","1130","315","null","null","41","null","59","null","1089","null","310","null","440","null","218","null","0","22","null","null","440","218","null","null","193","null","99","null","247","null","212","null","138","null","78","null","0","22","null","null","138","78","null","null","96","63","null","null","42","null","45","null","016","Chinese alone (410-419)",
"0500000US19153","Polk County, Iowa","1151","293","null","null","203","null","106","null","15","25","null","null","188","null","104","null","23","null","19","null","165","null","104","null","240","98","null","null","27","46","null","null","213","86","null","null","88","null","53","null","125","null","60","null","461","null","153","null","0","22","null","null","461","153","null","null","238","null","125","null","223","null","128","null","247","null","142","null","32","38","null","null","215","136","null","null","204","133","null","null","11","null","16","null","016","Chinese alone (410-419)",
"0500000US19169","Story County, Iowa","3140","528","null","null","1509","null","394","null","0","22","null","null","1509","null","394","null","0","null","22","null","1509","null","394","null","1177","365","null","null","0","22","null","null","1177","365","null","null","16","null","28","null","1161","null","357","null","221","null","115","null","0","22","null","null","221","115","null","null","193","null","112","null","28","null","28","null","233","null","117","null","0","22","null","null","233","117","null","null","233","117","null","null","0","null","22","null","016","Chinese alone (410-419)",
"0500000US20045","Douglas County, Kansas","1800","415","null","null","905","null","369","null","0","23","null","null","905","null","369","null","0","null","23","null","905","null","369","null","504","174","null","null","2","4","null","null","502","174","null","null","93","null","79","null","409","null","148","null","122","null","71","null","0","23","null","null","122","71","null","null","60","null","39","null","62","null","54","null","269","null","108","null","0","23","null","null","269","108","null","null","246","105","null","null","23","null","37","null","016","Chinese alone (410-419)",
"0500000US20091","Johnson County, Kansas","3592","484","null","null","419","null","177","null","0","23","null","null","419","null","177","null","53","null","47","null","366","null","171","null","1180","256","null","null","11","18","null","null","1169","254","null","null","493","null","124","null","676","null","208","null","1129","null","253","null","35","30","null","null","1094","247","null","null","727","null","203","null","367","null","156","null","864","null","233","null","0","23","null","null","864","233","null","null","848","228","null","null","16","null","17","null","016","Chinese alone (410-419)",
"0500000US20161","Riley County, Kansas","1377","286","null","null","849","null","240","null","9","15","null","null","840","null","241","null","0","null","23","null","840","null","241","null","421","180","null","null","0","23","null","null","421","180","null","null","27","null","44","null","394","null","159","null","75","null","61","null","14","19","null","null","61","63","null","null","44","null","42","null","17","null","34","null","32","null","39","null","0","23","null","null","32","39","null","null","32","39","null","null","0","null","23","null","016","Chinese alone (410-419)",
"0500000US20173","Sedgwick County, Kansas","1185","250","null","null","249","null","165","null","0","23","null","null","249","null","165","null","0","null","23","null","249","null","165","null","418","151","null","null","6","11","null","null","412","151","null","null","108","null","64","null","304","null","146","null","217","null","116","null","4","7","null","null","213","115","null","null","94","null","68","null","119","null","96","null","301","null","117","null","4","6","null","null","297","116","null","null","260","109","null","null","37","null","34","null","016","Chinese alone (410-419)",
"0500000US20209","Wyandotte County, Kansas","566","233","null","null","305","null","157","null","0","23","null","null","305","null","157","null","17","null","25","null","288","null","146","null","194","113","null","null","8","13","null","null","186","112","null","null","13","null","22","null","173","null","104","null","30","null","29","null","0","23","null","null","30","29","null","null","5","null","9","null","25","null","28","null","37","null","43","null","5","8","null","null","32","43","null","null","32","43","null","null","0","null","23","null","016","Chinese alone (410-419)",
"0500000US21067","Fayette County, Kentucky","2934","402","null","null","691","null","198","null","0","27","null","null","691","null","198","null","0","null","27","null","691","null","198","null","1102","253","null","null","0","27","null","null","1102","253","null","null","209","null","86","null","893","null","231","null","810","null","246","null","0","27","null","null","810","246","null","null","439","null","173","null","371","null","196","null","331","null","118","null","4","6","null","null","327","118","null","null","265","109","null","null","62","null","58","null","016","Chinese alone (410-419)",
"0500000US21111","Jefferson County, Kentucky","1882","359","null","null","278","null","137","null","2","3","null","null","276","null","138","null","27","null","30","null","249","null","128","null","699","196","null","null","17","14","null","null","682","196","null","null","306","null","96","null","376","null","174","null","524","null","202","null","0","27","null","null","524","202","null","null","330","null","123","null","194","null","155","null","381","null","122","null","0","27","null","null","381","122","null","null","308","105","null","null","73","null","46","null","016","Chinese alone (410-419)",
"0500000US22033","East Baton Rouge Parish, Louisiana","2269","506","null","null","640","null","275","null","0","28","null","null","640","null","275","null","87","null","103","null","553","null","269","null","812","285","null","null","22","34","null","null","790","282","null","null","137","null","134","null","653","null","254","null","459","null","197","null","0","28","null","null","459","197","null","null","297","null","152","null","162","null","91","null","358","null","150","null","0","28","null","null","358","150","null","null","358","150","null","null","0","null","28","null","016","Chinese alone (410-419)",
"0500000US22051","Jefferson Parish, Louisiana","1730","439","null","null","178","null","90","null","0","28","null","null","178","null","90","null","0","null","28","null","178","null","90","null","622","297","null","null","26","43","null","null","596","300","null","null","181","null","89","null","415","null","274","null","466","null","177","null","0","28","null","null","466","177","null","null","277","null","135","null","189","null","88","null","464","null","127","null","0","28","null","null","464","127","null","null","459","128","null","null","5","null","8","null","016","Chinese alone (410-419)",
"0500000US22055","Lafayette Parish, Louisiana","592","230","null","null","170","null","94","null","11","20","null","null","159","null","86","null","29","null","25","null","130","null","84","null","248","131","null","null","0","28","null","null","248","131","null","null","81","null","53","null","167","null","112","null","76","null","77","null","0","28","null","null","76","77","null","null","6","null","12","null","70","null","74","null","98","null","98","null","0","28","null","null","98","98","null","null","98","98","null","null","0","null","28","null","016","Chinese alone (410-419)",
"0500000US22071","Orleans Parish, Louisiana","1065","255","null","null","375","null","161","null","0","28","null","null","375","null","161","null","8","null","13","null","367","null","155","null","343","125","null","null","0","28","null","null","343","125","null","null","156","null","88","null","187","null","82","null","117","null","59","null","0","28","null","null","117","59","null","null","75","null","57","null","42","null","33","null","230","null","102","null","35","49","null","null","195","92","null","null","195","92","null","null","0","null","28","null","016","Chinese alone (410-419)",
"0500000US23005","Cumberland County, Maine","745","228","null","null","179","null","102","null","34","58","null","null","145","null","74","null","33","null","40","null","112","null","62","null","236","113","null","null","33","33","null","null","203","105","null","null","123","null","61","null","80","null","60","null","182","null","140","null","0","22","null","null","182","140","null","null","132","null","84","null","50","null","75","null","148","null","102","null","0","22","null","null","148","102","null","null","60","58","null","null","88","null","82","null","016","Chinese alone (410-419)",
