"GEO_ID","NAME","B05005_001E","B05005_001M","B05005_001MA","B05005_001EA","B05005_002E","B05005_002EA","B05005_002M","B05005_002MA","B05005_003E","B05005_003M","B05005_003MA","B05005_003EA","B05005_004E","B05005_004EA","B05005_004M","B05005_004MA","B05005_005E","B05005_005EA","B05005_005M","B05005_005MA","B05005_006E","B05005_006EA","B05005_006M","B05005_006MA","B05005_007E","B05005_007M","B05005_007MA","B05005_007EA","B05005_008E","B05005_008M","B05005_008MA","B05005_008EA","B05005_009E","B05005_009M","B05005_009MA","B05005_009EA","B05005_010E","B05005_010EA","B05005_010M","B05005_010MA","B05005_011E","B05005_011EA","B05005_011M","B05005_011MA","B05005_012E","B05005_012EA","B05005_012M","B05005_012MA","B05005_013E","B05005_013M","B05005_013MA","B05005_013EA","B05005_014E","B05005_014M","B05005_014MA","B05005_014EA","B05005_015E","B05005_015EA","B05005_015M","B05005_015MA","B05005_016E","B05005_016EA","B05005_016M","B05005_016MA","B05005_017E","B05005_017EA","B05005_017M","B05005_017MA","B05005_018E","B05005_018M","B05005_018MA","B05005_018EA","B05005_019E","B05005_019M","B05005_019MA","B05005_019EA","B05005_020E","B05005_020M","B05005_020MA","B05005_020EA","B05005_021E","B05005_021EA","B05005_021M","B05005_021MA","POPGROUP","POPGROUP_LABEL",
"0500000US27137","St. Louis County, Minnesota","502","166","null","null","183","null","107","null","14","22","null","null","169","null","97","null","9","null","13","null","160","null","92","null","113","63","null","null","0","20","null","null","113","63","null","null","31","null","26","null","82","null","56","null","111","null","69","null","12","20","null","null","99","65","null","null","68","null","44","null","31","null","44","null","95","null","61","null","0","20","null","null","95","61","null","null","79","56","null","null","16","null","24","null","016","Chinese alone (410-419)",
"0500000US27163","Washington County, Minnesota","1473","431","null","null","125","null","98","null","1","3","null","null","124","null","98","null","0","null","20","null","124","null","98","null","498","321","null","null","0","20","null","null","498","321","null","null","164","null","98","null","334","null","307","null","354","null","157","null","0","20","null","null","354","157","null","null","229","null","106","null","125","null","104","null","496","null","215","null","0","20","null","null","496","215","null","null","494","215","null","null","2","null","3","null","016","Chinese alone (410-419)",
"0500000US29019","Boone County, Missouri","2121","369","null","null","1124","null","218","null","0","26","null","null","1124","null","218","null","27","null","50","null","1097","null","218","null","680","309","null","null","0","26","null","null","680","309","null","null","51","null","42","null","629","null","306","null","194","null","101","null","0","26","null","null","194","101","null","null","113","null","77","null","81","null","71","null","123","null","83","null","0","26","null","null","123","83","null","null","123","83","null","null","0","null","26","null","016","Chinese alone (410-419)",
"0500000US29047","Clay County, Missouri","665","243","null","null","108","null","84","null","0","26","null","null","108","null","84","null","23","null","39","null","85","null","76","null","411","198","null","null","0","26","null","null","411","198","null","null","214","null","107","null","197","null","164","null","69","null","46","null","0","26","null","null","69","46","null","null","11","null","17","null","58","null","42","null","77","null","37","null","0","26","null","null","77","37","null","null","77","37","null","null","0","null","26","null","016","Chinese alone (410-419)",
"0500000US29077","Greene County, Missouri","1264","337","null","null","617","null","264","null","11","18","null","null","606","null","263","null","18","null","29","null","588","null","258","null","262","164","null","null","25","39","null","null","237","134","null","null","86","null","64","null","151","null","96","null","207","null","113","null","11","15","null","null","196","114","null","null","154","null","95","null","42","null","49","null","178","null","89","null","0","26","null","null","178","89","null","null","153","83","null","null","25","null","42","null","016","Chinese alone (410-419)",
"0500000US29095","Jackson County, Missouri","1449","369","null","null","331","null","303","null","0","26","null","null","331","null","303","null","0","null","26","null","331","null","303","null","553","192","null","null","45","48","null","null","508","184","null","null","182","null","84","null","326","null","153","null","385","null","155","null","0","26","null","null","385","155","null","null","265","null","126","null","120","null","84","null","180","null","115","null","12","21","null","null","168","112","null","null","160","112","null","null","8","null","13","null","016","Chinese alone (410-419)",
"0500000US29161","Phelps County, Missouri","726","223","null","null","354","null","152","null","12","19","null","null","342","null","153","null","0","null","23","null","342","null","153","null","286","160","null","null","20","25","null","null","266","164","null","null","0","null","23","null","266","null","164","null","39","null","46","null","0","23","null","null","39","46","null","null","18","null","23","null","21","null","32","null","47","null","55","null","0","23","null","null","47","55","null","null","37","42","null","null","10","null","19","null","016","Chinese alone (410-419)",
"0500000US29183","St. Charles County, Missouri","798","253","null","null","101","null","83","null","0","26","null","null","101","null","83","null","15","null","23","null","86","null","80","null","314","147","null","null","71","101","null","null","243","110","null","null","100","null","64","null","143","null","92","null","231","null","119","null","61","87","null","null","170","93","null","null","118","null","78","null","52","null","44","null","152","null","111","null","0","26","null","null","152","111","null","null","152","111","null","null","0","null","26","null","016","Chinese alone (410-419)",
"0500000US29189","St. Louis County, Missouri","7563","675","null","null","1380","null","353","null","9","14","null","null","1371","null","352","null","36","null","42","null","1335","null","352","null","2236","354","null","null","26","29","null","null","2210","356","null","null","460","null","126","null","1750","null","319","null","2078","null","330","null","15","18","null","null","2063","329","null","null","1482","null","269","null","581","null","192","null","1869","null","278","null","25","25","null","null","1844","279","null","null","1632","256","null","null","212","null","105","null","016","Chinese alone (410-419)",
"0500000US29510","St. Louis city, Missouri","1595","275","null","null","738","null","175","null","0","26","null","null","738","null","175","null","0","null","26","null","738","null","175","null","637","158","null","null","15","23","null","null","622","159","null","null","81","null","51","null","541","null","152","null","105","null","59","null","0","26","null","null","105","59","null","null","88","null","49","null","17","null","35","null","115","null","59","null","0","26","null","null","115","59","null","null","112","59","null","null","3","null","7","null","016","Chinese alone (410-419)",
"0500000US31055","Douglas County, Nebraska","1872","324","null","null","404","null","163","null","0","22","null","null","404","null","163","null","16","null","17","null","388","null","161","null","739","199","null","null","13","20","null","null","726","197","null","null","217","null","92","null","509","null","173","null","441","null","114","null","18","21","null","null","423","111","null","null","309","null","98","null","114","null","72","null","288","null","99","null","0","22","null","null","288","99","null","null","281","97","null","null","7","null","10","null","016","Chinese alone (410-419)",
"0500000US31109","Lancaster County, Nebraska","1928","333","null","null","1179","null","278","null","9","19","null","null","1170","null","277","null","0","null","22","null","1170","null","277","null","502","147","null","null","28","30","null","null","474","146","null","null","60","null","49","null","414","null","129","null","112","null","67","null","0","22","null","null","112","67","null","null","39","null","34","null","73","null","48","null","135","null","75","null","0","22","null","null","135","75","null","null","127","74","null","null","8","null","13","null","016","Chinese alone (410-419)",
"0500000US32003","Clark County, Nevada","23237","1588","null","null","2993","null","513","null","37","48","null","null","2956","null","511","null","187","null","117","null","2769","null","495","null","6490","745","null","null","145","96","null","null","6345","748","null","null","2396","null","386","null","3949","null","611","null","5089","null","767","null","119","107","null","null","4970","762","null","null","3605","null","558","null","1365","null","466","null","8665","null","728","null","222","127","null","null","8443","712","null","null","7888","681","null","null","555","null","207","null","016","Chinese alone (410-419)",
"0500000US32031","Washoe County, Nevada","1821","376","null","null","126","null","72","null","16","24","null","null","110","null","59","null","0","null","29","null","110","null","59","null","317","139","null","null","34","33","null","null","283","131","null","null","124","null","76","null","159","null","100","null","455","null","204","null","0","29","null","null","455","204","null","null","353","null","178","null","102","null","70","null","923","null","220","null","4","12","null","null","919","220","null","null","842","206","null","null","77","null","94","null","016","Chinese alone (410-419)",
"0500000US33009","Grafton County, New Hampshire","819","151","null","null","245","null","119","null","0","26","null","null","245","null","119","null","3","null","4","null","242","null","119","null","234","84","null","null","27","29","null","null","207","77","null","null","37","null","23","null","170","null","73","null","209","null","84","null","6","6","null","null","203","84","null","null","136","null","65","null","67","null","47","null","131","null","70","null","0","26","null","null","131","70","null","null","119","66","null","null","12","null","18","null","016","Chinese alone (410-419)",
"0500000US33011","Hillsborough County, New Hampshire","1893","332","null","null","384","null","250","null","0","26","null","null","384","null","250","null","10","null","16","null","374","null","249","null","640","197","null","null","25","39","null","null","615","195","null","null","161","null","88","null","454","null","174","null","441","null","160","null","0","26","null","null","441","160","null","null","321","null","132","null","120","null","80","null","428","null","158","null","13","20","null","null","415","157","null","null","408","156","null","null","7","null","11","null","016","Chinese alone (410-419)",
"0500000US33013","Merrimack County, New Hampshire","657","231","null","null","109","null","66","null","0","26","null","null","109","null","66","null","30","null","43","null","79","null","55","null","253","85","null","null","0","26","null","null","253","85","null","null","190","null","83","null","63","null","67","null","227","null","187","null","0","26","null","null","227","187","null","null","71","null","65","null","156","null","129","null","68","null","63","null","3","6","null","null","65","63","null","null","57","54","null","null","8","null","13","null","016","Chinese alone (410-419)",
"0500000US33015","Rockingham County, New Hampshire","847","287","null","null","203","null","182","null","0","26","null","null","203","null","182","null","11","null","18","null","192","null","182","null","216","97","null","null","33","30","null","null","183","92","null","null","97","null","60","null","86","null","72","null","170","null","93","null","0","26","null","null","170","93","null","null","157","null","90","null","13","null","20","null","258","null","97","null","0","26","null","null","258","97","null","null","245","99","null","null","13","null","25","null","016","Chinese alone (410-419)",
"0500000US33017","Strafford County, New Hampshire","739","179","null","null","226","null","91","null","0","26","null","null","226","null","91","null","0","null","26","null","226","null","91","null","133","79","null","null","33","44","null","null","100","49","null","null","37","null","39","null","63","null","39","null","188","null","112","null","0","26","null","null","188","112","null","null","131","null","100","null","57","null","73","null","192","null","78","null","0","26","null","null","192","78","null","null","152","93","null","null","40","null","54","null","016","Chinese alone (410-419)",
"0500000US34001","Atlantic County, New Jersey","2675","625","null","null","498","null","403","null","0","28","null","null","498","null","403","null","21","null","30","null","477","null","403","null","845","308","null","null","0","28","null","null","845","308","null","null","294","null","157","null","551","null","218","null","467","null","150","null","0","28","null","null","467","150","null","null","336","null","126","null","131","null","80","null","865","null","229","null","0","28","null","null","865","229","null","null","769","211","null","null","96","null","66","null","016","Chinese alone (410-419)",
"0500000US34003","Bergen County, New Jersey","12368","919","null","null","1119","null","325","null","0","28","null","null","1119","null","325","null","42","null","46","null","1077","null","319","null","2928","420","null","null","68","45","null","null","2860","425","null","null","756","null","236","null","2104","null","343","null","3269","null","517","null","52","48","null","null","3217","511","null","null","2412","null","441","null","805","null","228","null","5052","null","536","null","94","112","null","null","4958","518","null","null","4750","508","null","null","208","null","108","null","016","Chinese alone (410-419)",
"0500000US34005","Burlington County, New Jersey","2161","364","null","null","200","null","142","null","0","28","null","null","200","null","142","null","0","null","28","null","200","null","142","null","388","121","null","null","0","28","null","null","388","121","null","null","159","null","72","null","229","null","92","null","632","null","146","null","11","18","null","null","621","146","null","null","462","null","116","null","159","null","82","null","941","null","256","null","38","39","null","null","903","243","null","null","838","228","null","null","65","null","59","null","016","Chinese alone (410-419)",
"0500000US34007","Camden County, New Jersey","4061","505","null","null","306","null","122","null","0","28","null","null","306","null","122","null","9","null","15","null","297","null","123","null","944","258","null","null","0","28","null","null","944","258","null","null","277","null","134","null","667","null","196","null","1364","null","242","null","5","8","null","null","1359","243","null","null","876","null","188","null","483","null","160","null","1447","null","316","null","18","20","null","null","1429","318","null","null","1240","284","null","null","189","null","106","null","016","Chinese alone (410-419)",
"0500000US34013","Essex County, New Jersey","6191","602","null","null","825","null","228","null","0","28","null","null","825","null","228","null","56","null","51","null","769","null","210","null","1329","245","null","null","24","28","null","null","1305","245","null","null","461","null","145","null","844","null","202","null","1842","null","291","null","106","107","null","null","1736","284","null","null","1251","null","235","null","485","null","138","null","2195","null","314","null","32","26","null","null","2163","317","null","null","2036","304","null","null","127","null","65","null","016","Chinese alone (410-419)",
"0500000US34015","Gloucester County, New Jersey","975","319","null","null","130","null","84","null","0","28","null","null","130","null","84","null","24","null","22","null","106","null","83","null","391","199","null","null","0","28","null","null","391","199","null","null","142","null","95","null","249","null","166","null","120","null","82","null","0","28","null","null","120","82","null","null","111","null","81","null","9","null","15","null","334","null","120","null","12","20","null","null","322","114","null","null","256","99","null","null","66","null","63","null","016","Chinese alone (410-419)",
"0500000US34017","Hudson County, New Jersey","11026","920","null","null","2856","null","502","null","23","34","null","null","2833","null","506","null","18","null","22","null","2815","null","505","null","4079","619","null","null","0","28","null","null","4079","619","null","null","573","null","153","null","3506","null","591","null","1776","null","312","null","33","30","null","null","1743","310","null","null","1064","null","230","null","679","null","194","null","2315","null","384","null","59","51","null","null","2256","371","null","null","2122","368","null","null","134","null","85","null","016","Chinese alone (410-419)",
"0500000US34019","Hunterdon County, New Jersey","974","260","null","null","41","null","57","null","0","28","null","null","41","null","57","null","0","null","28","null","41","null","57","null","204","121","null","null","0","28","null","null","204","121","null","null","121","null","75","null","83","null","95","null","400","null","165","null","0","28","null","null","400","165","null","null","325","null","139","null","75","null","63","null","329","null","144","null","0","28","null","null","329","144","null","null","309","143","null","null","20","null","19","null","016","Chinese alone (410-419)",
"0500000US34021","Mercer County, New Jersey","7504","801","null","null","1645","null","481","null","11","16","null","null","1634","null","479","null","0","null","28","null","1634","null","479","null","1904","408","null","null","29","18","null","null","1875","404","null","null","525","null","207","null","1350","null","344","null","1748","null","442","null","31","26","null","null","1717","443","null","null","1133","null","296","null","584","null","236","null","2207","null","345","null","18","21","null","null","2189","337","null","null","2056","321","null","null","133","null","90","null","016","Chinese alone (410-419)",
"0500000US34023","Middlesex County, New Jersey","18685","1287","null","null","1564","null","352","null","74","72","null","null","1490","null","337","null","58","null","34","null","1432","null","336","null","5111","690","null","null","85","51","null","null","5026","683","null","null","1247","null","297","null","3779","null","544","null","5595","null","628","null","69","46","null","null","5526","623","null","null","3801","null","533","null","1725","null","341","null","6415","null","614","null","92","52","null","null","6323","606","null","null","6167","603","null","null","156","null","63","null","016","Chinese alone (410-419)",
"0500000US34025","Monmouth County, New Jersey","6913","859","null","null","506","null","251","null","0","28","null","null","506","null","251","null","55","null","66","null","451","null","230","null","986","266","null","null","51","43","null","null","935","263","null","null","405","null","169","null","530","null","194","null","1803","null","424","null","27","38","null","null","1776","416","null","null","1439","null","379","null","337","null","136","null","3618","null","477","null","27","24","null","null","3591","476","null","null","3347","455","null","null","244","null","123","null","016","Chinese alone (410-419)",
"0500000US34027","Morris County, New Jersey","8421","698","null","null","356","null","182","null","0","28","null","null","356","null","182","null","32","null","29","null","324","null","179","null","1212","261","null","null","15","21","null","null","1197","260","null","null","492","null","160","null","705","null","193","null","2794","null","367","null","93","65","null","null","2701","359","null","null","1879","null","284","null","822","null","218","null","4059","null","443","null","51","45","null","null","4008","443","null","null","3906","439","null","null","102","null","47","null","016","Chinese alone (410-419)",
"0500000US34029","Ocean County, New Jersey","1416","363","null","null","101","null","76","null","0","28","null","null","101","null","76","null","22","null","30","null","79","null","68","null","552","254","null","null","0","28","null","null","552","254","null","null","298","null","145","null","254","null","186","null","172","null","92","null","20","29","null","null","152","88","null","null","113","null","69","null","39","null","35","null","591","null","213","null","54","49","null","null","537","201","null","null","509","196","null","null","28","null","33","null","016","Chinese alone (410-419)",
"0500000US34031","Passaic County, New Jersey","2079","343","null","null","99","null","58","null","0","28","null","null","99","null","58","null","10","null","15","null","89","null","55","null","569","249","null","null","8","12","null","null","561","248","null","null","156","null","95","null","405","null","204","null","659","null","217","null","10","17","null","null","649","213","null","null","537","null","190","null","112","null","91","null","752","null","200","null","27","34","null","null","725","195","null","null","681","191","null","null","44","null","49","null","016","Chinese alone (410-419)",
"0500000US34035","Somerset County, New Jersey","8991","758","null","null","785","null","245","null","0","28","null","null","785","null","245","null","122","null","141","null","663","null","210","null","1938","396","null","null","0","28","null","null","1938","396","null","null","738","null","265","null","1200","null","277","null","2721","null","429","null","48","43","null","null","2673","423","null","null","2013","null","339","null","660","null","200","null","3547","null","432","null","89","74","null","null","3458","438","null","null","3341","431","null","null","117","null","72","null","016","Chinese alone (410-419)",
"0500000US34037","Sussex County, New Jersey","537","195","null","null","62","null","65","null","0","28","null","null","62","null","65","null","13","null","21","null","49","null","63","null","91","60","null","null","0","28","null","null","91","60","null","null","40","null","36","null","51","null","44","null","57","null","45","null","0","28","null","null","57","45","null","null","48","null","42","null","9","null","14","null","327","null","141","null","0","28","null","null","327","141","null","null","301","137","null","null","26","null","27","null","016","Chinese alone (410-419)",
"0500000US34039","Union County, New Jersey","4197","525","null","null","396","null","196","null","0","28","null","null","396","null","196","null","3","null","6","null","393","null","196","null","1105","277","null","null","39","45","null","null","1066","271","null","null","282","null","128","null","784","null","263","null","1216","null","295","null","0","28","null","null","1216","295","null","null","856","null","241","null","360","null","136","null","1480","null","288","null","30","39","null","null","1450","290","null","null","1345","253","null","null","105","null","86","null","016","Chinese alone (410-419)",
"0500000US35001","Bernalillo County, New Mexico","2369","472","null","null","328","null","160","null","0","27","null","null","328","null","160","null","17","null","16","null","311","null","159","null","923","327","null","null","12","20","null","null","911","329","null","null","426","null","204","null","485","null","226","null","487","null","160","null","0","27","null","null","487","160","null","null","395","null","135","null","92","null","60","null","631","null","172","null","16","18","null","null","615","170","null","null","586","167","null","null","29","null","25","null","016","Chinese alone (410-419)",
"0500000US35049","Santa Fe County, New Mexico","480","172","null","null","39","null","50","null","0","27","null","null","39","null","50","null","0","null","27","null","39","null","50","null","193","86","null","null","0","27","null","null","193","86","null","null","74","null","59","null","119","null","61","null","102","null","112","null","0","27","null","null","102","112","null","null","99","null","112","null","3","null","6","null","146","null","72","null","0","27","null","null","146","72","null","null","126","70","null","null","20","null","31","null","016","Chinese alone (410-419)",
"0500000US36001","Albany County, New York","3272","561","null","null","958","null","381","null","28","30","null","null","930","null","381","null","109","null","91","null","821","null","382","null","817","215","null","null","28","32","null","null","789","209","null","null","271","null","126","null","518","null","179","null","830","null","227","null","0","27","null","null","830","227","null","null","590","null","184","null","240","null","102","null","667","null","189","null","0","27","null","null","667","189","null","null","556","177","null","null","111","null","108","null","016","Chinese alone (410-419)",
"0500000US36005","Bronx County, New York","5508","702","null","null","506","null","225","null","0","27","null","null","506","null","225","null","22","null","26","null","484","null","214","null","1487","316","null","null","51","58","null","null","1436","314","null","null","320","null","136","null","1116","null","265","null","1825","null","434","null","66","61","null","null","1759","433","null","null","1153","null","326","null","606","null","185","null","1690","null","326","null","124","77","null","null","1566","311","null","null","1377","298","null","null","189","null","83","null","016","Chinese alone (410-419)",
"0500000US36007","Broome County, New York","1677","328","null","null","649","null","222","null","0","27","null","null","649","null","222","null","35","null","57","null","614","null","216","null","573","184","null","null","22","25","null","null","551","184","null","null","157","null","93","null","394","null","170","null","289","null","134","null","0","27","null","null","289","134","null","null","164","null","81","null","125","null","97","null","166","null","65","null","0","27","null","null","166","65","null","null","162","66","null","null","4","null","7","null","016","Chinese alone (410-419)",
"0500000US36027","Dutchess County, New York","2161","365","null","null","398","null","208","null","0","27","null","null","398","null","208","null","45","null","41","null","353","null","196","null","330","125","null","null","2","4","null","null","328","125","null","null","194","null","84","null","134","null","93","null","602","null","235","null","0","27","null","null","602","235","null","null","416","null","168","null","186","null","114","null","831","null","200","null","29","37","null","null","802","197","null","null","734","192","null","null","68","null","44","null","016","Chinese alone (410-419)",
"0500000US36029","Erie County, New York","5199","712","null","null","1685","null","431","null","0","27","null","null","1685","null","431","null","0","null","27","null","1685","null","431","null","1615","276","null","null","21","30","null","null","1594","276","null","null","426","null","124","null","1168","null","244","null","972","null","253","null","34","31","null","null","938","247","null","null","556","null","169","null","382","null","154","null","927","null","254","null","0","27","null","null","927","254","null","null","809","249","null","null","118","null","56","null","016","Chinese alone (410-419)",
"0500000US36047","Kings County, New York","144323","2291","null","null","13672","null","1105","null","429","236","null","null","13243","null","1065","null","1169","null","238","null","12074","null","984","null","44925","1380","null","null","718","134","null","null","44207","1377","null","null","12925","null","795","null","31282","null","1327","null","40072","null","1457","null","439","107","null","null","39633","1437","null","null","24799","null","1175","null","14834","null","976","null","45654","null","1239","null","620","158","null","null","45034","1233","null","null","38803","1249","null","null","6231","null","596","null","016","Chinese alone (410-419)",
"0500000US36055","Monroe County, New York","5030","516","null","null","1204","null","256","null","20","23","null","null","1184","null","257","null","30","null","40","null","1154","null","251","null","1529","272","null","null","21","24","null","null","1508","275","null","null","464","null","181","null","1044","null","241","null","1104","null","289","null","50","48","null","null","1054","287","null","null","751","null","199","null","303","null","156","null","1193","null","256","null","0","27","null","null","1193","256","null","null","1098","246","null","null","95","null","64","null","016","Chinese alone (410-419)",
"0500000US36059","Nassau County, New York","18828","1257","null","null","2095","null","476","null","50","54","null","null","2045","null","462","null","152","null","82","null","1893","null","439","null","3264","507","null","null","75","49","null","null","3189","501","null","null","1128","null","235","null","2061","null","423","null","4294","null","467","null","87","53","null","null","4207","460","null","null","3010","null","374","null","1197","null","254","null","9175","null","694","null","300","161","null","null","8875","673","null","null","8582","642","null","null","293","null","107","null","016","Chinese alone (410-419)",
"0500000US36061","New York County, New York","72200","2241","null","null","8616","null","954","null","95","70","null","null","8521","null","957","null","417","null","191","null","8104","null","928","null","17816","1686","null","null","145","95","null","null","17671","1664","null","null","3856","null","478","null","13815","null","1458","null","16413","null","1543","null","308","136","null","null","16105","1489","null","null","10479","null","1167","null","5626","null","745","null","29355","null","1741","null","665","279","null","null","28690","1748","null","null","25234","1666","null","null","3456","null","660","null","016","Chinese alone (410-419)",
"0500000US36063","Niagara County, New York","572","182","null","null","10","null","16","null","0","27","null","null","10","null","16","null","0","null","27","null","10","null","16","null","300","99","null","null","0","27","null","null","300","99","null","null","54","null","39","null","246","null","87","null","167","null","87","null","0","27","null","null","167","87","null","null","138","null","71","null","29","null","27","null","95","null","46","null","0","27","null","null","95","46","null","null","66","40","null","null","29","null","26","null","016","Chinese alone (410-419)",
"0500000US36065","Oneida County, New York","484","211","null","null","47","null","48","null","5","8","null","null","42","null","48","null","3","null","6","null","39","null","47","null","199","119","null","null","0","27","null","null","199","119","null","null","74","null","49","null","125","null","102","null","107","null","72","null","0","27","null","null","107","72","null","null","85","null","60","null","22","null","22","null","131","null","75","null","0","27","null","null","131","75","null","null","101","66","null","null","30","null","37","null","016","Chinese alone (410-419)",
"0500000US36067","Onondaga County, New York","3419","409","null","null","1355","null","248","null","2","3","null","null","1353","null","248","null","0","null","27","null","1353","null","248","null","954","159","null","null","14","19","null","null","940","160","null","null","296","null","102","null","644","null","157","null","667","null","199","null","27","21","null","null","640","195","null","null","412","null","138","null","228","null","116","null","443","null","132","null","0","27","null","null","443","132","null","null","327","108","null","null","116","null","66","null","016","Chinese alone (410-419)",
"0500000US36071","Orange County, New York","1435","383","null","null","63","null","35","null","0","27","null","null","63","null","35","null","0","null","27","null","63","null","35","null","429","238","null","null","10","15","null","null","419","239","null","null","306","null","186","null","113","null","71","null","447","null","197","null","32","40","null","null","415","190","null","null","237","null","92","null","178","null","190","null","496","null","170","null","0","27","null","null","496","170","null","null","448","155","null","null","48","null","41","null","016","Chinese alone (410-419)",
"0500000US36079","Putnam County, New York","502","266","null","null","17","null","24","null","0","27","null","null","17","null","24","null","17","null","24","null","0","null","27","null","272","214","null","null","3","5","null","null","269","215","null","null","48","null","28","null","221","null","207","null","102","null","49","null","0","27","null","null","102","49","null","null","90","null","51","null","12","null","18","null","111","null","94","null","0","27","null","null","111","94","null","null","111","94","null","null","0","null","27","null","016","Chinese alone (410-419)",
"0500000US36081","Queens County, New York","168491","4022","null","null","17752","null","1286","null","284","100","null","null","17468","null","1284","null","1522","null","287","null","15946","null","1251","null","53953","2547","null","null","608","143","null","null","53345","2539","null","null","14614","null","1154","null","38731","null","2339","null","42883","null","1775","null","638","167","null","null","42245","1769","null","null","25785","null","1412","null","16460","null","1195","null","53903","null","1821","null","703","174","null","null","53200","1781","null","null","47132","1569","null","null","6068","null","684","null","016","Chinese alone (410-419)",
"0500000US36083","Rensselaer County, New York","1041","221","null","null","412","null","110","null","4","8","null","null","408","null","109","null","0","null","27","null","408","null","109","null","240","107","null","null","0","27","null","null","240","107","null","null","89","null","77","null","151","null","79","null","257","null","133","null","15","22","null","null","242","131","null","null","183","null","90","null","59","null","57","null","132","null","87","null","14","22","null","null","118","91","null","null","98","89","null","null","20","null","23","null","016","Chinese alone (410-419)",
"0500000US36085","Richmond County, New York","9203","877","null","null","745","null","239","null","45","37","null","null","700","null","233","null","76","null","81","null","624","null","223","null","1945","373","null","null","96","51","null","null","1849","364","null","null","854","null","225","null","995","null","318","null","2775","null","529","null","148","86","null","null","2627","518","null","null","1949","null","375","null","678","null","323","null","3738","null","418","null","50","31","null","null","3688","420","null","null","3402","422","null","null","286","null","106","null","016","Chinese alone (410-419)",
"0500000US36087","Rockland County, New York","2177","393","null","null","186","null","104","null","0","27","null","null","186","null","104","null","0","null","27","null","186","null","104","null","363","131","null","null","8","15","null","null","355","129","null","null","212","null","100","null","143","null","79","null","669","null","222","null","38","43","null","null","631","216","null","null","510","null","210","null","121","null","64","null","959","null","252","null","22","26","null","null","937","253","null","null","909","252","null","null","28","null","32","null","016","Chinese alone (410-419)",
"0500000US36091","Saratoga County, New York","1226","330","null","null","419","null","227","null","0","27","null","null","419","null","227","null","13","null","22","null","406","null","227","null","349","175","null","null","0","27","null","null","349","175","null","null","86","null","54","null","263","null","162","null","194","null","125","null","0","27","null","null","194","125","null","null","78","null","55","null","116","null","105","null","264","null","155","null","0","27","null","null","264","155","null","null","198","126","null","null","66","null","75","null","016","Chinese alone (410-419)",
"0500000US36093","Schenectady County, New York","1208","279","null","null","217","null","88","null","0","27","null","null","217","null","88","null","16","null","23","null","201","null","87","null","466","185","null","null","0","27","null","null","466","185","null","null","215","null","112","null","251","null","117","null","249","null","130","null","8","12","null","null","241","130","null","null","125","null","91","null","116","null","88","null","276","null","117","null","0","27","null","null","276","117","null","null","246","113","null","null","30","null","28","null","016","Chinese alone (410-419)",
"0500000US36103","Suffolk County, New York","9859","831","null","null","1244","null","224","null","22","25","null","null","1222","null","227","null","36","null","34","null","1186","null","234","null","2579","460","null","null","70","82","null","null","2509","448","null","null","673","null","151","null","1836","null","415","null","2829","null","462","null","14","18","null","null","2815","461","null","null","1936","null","315","null","879","null","296","null","3207","null","458","null","25","24","null","null","3182","457","null","null","2939","405","null","null","243","null","116","null","016","Chinese alone (410-419)",
"0500000US36109","Tompkins County, New York","3992","621","null","null","2236","null","612","null","18","21","null","null","2218","null","612","null","7","null","11","null","2211","null","612","null","1158","314","null","null","0","27","null","null","1158","314","null","null","71","null","62","null","1087","null","312","null","351","null","136","null","12","20","null","null","339","134","null","null","265","null","121","null","74","null","55","null","247","null","123","null","0","27","null","null","247","123","null","null","230","119","null","null","17","null","22","null","016","Chinese alone (410-419)",
"0500000US36111","Ulster County, New York","645","146","null","null","47","null","39","null","12","19","null","null","35","null","33","null","10","null","16","null","25","null","28","null","175","78","null","null","13","22","null","null","162","79","null","null","30","null","34","null","132","null","79","null","140","null","70","null","11","18","null","null","129","70","null","null","66","null","52","null","63","null","44","null","283","null","101","null","19","23","null","null","264","104","null","null","198","81","null","null","66","null","54","null","016","Chinese alone (410-419)",
"0500000US36119","Westchester County, New York","9153","844","null","null","1114","null","290","null","30","28","null","null","1084","null","287","null","61","null","35","null","1023","null","288","null","2455","458","null","null","105","86","null","null","2350","444","null","null","685","null","180","null","1665","null","406","null","2133","null","317","null","53","46","null","null","2080","316","null","null","1365","null","251","null","715","null","164","null","3451","null","408","null","44","37","null","null","3407","404","null","null","3186","385","null","null","221","null","84","null","016","Chinese alone (410-419)",
"0500000US37051","Cumberland County, North Carolina","621","196","null","null","124","null","81","null","16","27","null","null","108","null","71","null","0","null","28","null","108","null","71","null","276","122","null","null","0","28","null","null","276","122","null","null","148","null","85","null","128","null","91","null","94","null","64","null","0","28","null","null","94","64","null","null","81","null","63","null","13","null","18","null","127","null","69","null","0","28","null","null","127","69","null","null","124","66","null","null","3","null","8","null","016","Chinese alone (410-419)",
"0500000US37063","Durham County, North Carolina","3372","513","null","null","1468","null","362","null","0","28","null","null","1468","null","362","null","0","null","28","null","1468","null","362","null","787","250","null","null","17","29","null","null","770","246","null","null","208","null","124","null","562","null","174","null","677","null","202","null","0","28","null","null","677","202","null","null","411","null","145","null","266","null","144","null","440","null","186","null","0","28","null","null","440","186","null","null","354","172","null","null","86","null","94","null","016","Chinese alone (410-419)",
